COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL
BOYLE,0,3,0,1,0,0,1,0,0,0,0,2,6,2,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,5,1,2,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,2,0,0,183.0,0.0,31.0,0,0,135.0,0.0,0.0,0,0,495.0,25.0,56.0,0,0,355.0,0.0,0.0,0,0,436.0,0.0,0.0,0,0,289.0,17.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,277.0,0.0,0.0,0.0,0,269.5,0.0,0.0,0.0,0,207.0,0.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0,133.0,0.0,45.0,0.0,0,827.0,0.0,0.0,0.0,0,136.0,30.0,42.5,0.0,0,987.5,0.0,0.0,0.0,0,0.0,30.0,47.0,0.0,0,151.5,0.0,0.0,0,0,63.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,41.0,0,0,141.0,0.0,0.0,0.0,0,142.0,0.0,0.0,0.0,0,170.0,0.0,0.0,0,0,165.0,0.0,0.0,0.0,0,127.0,0.0,0.0,0.0,0,312.0,0.0,0.0,0.0,0,165.0,0.0,58.0,0.0
BRACKEN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,3,4,0,0,0,2,0,1,0,0,7,1,0,0,0,10,0,1,0,0,3,0,0,0,0,4,1,3,0,0,0,0,1,0,0,1,1,2,0,0,2,1,3,0,0,3,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,654.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,61.0,21.5,39.0,0.0,0,0.0,0.0,0.0,0.0,0,242.0,0.0,40.0,0.0,0,203.0,18.0,0.0,0.0,0,127.5,0.0,40.0,0.0,0,145.0,23.0,0.0,0.0,0,194.0,0.0,55.0,0.0,0,117.0,0.0,0.0,0.0,0,106.5,29.0,46.0,0.0,0,0.0,0.0,40.0,0,0,86.0,21.0,46.5,0.0,0,218.0,21.0,46.0,0.0,0,256.0,0.0,0.0,0,0,0.0,20.0,41.0,0,0,227.0,26.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,68.0,0.0,35.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.5,0.0,0,0.0,0.0,37.0,0.0,0,318.5,0.0,0.0,0.0
BREATHITT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,147.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,123.0,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BRECKINRIDGE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,1,1,4,6,5,1,1,27,11,14,3,0,28,5,9,1,0,8,6,6,4,0,0,6,7,1,1,17,21,13,4,0,5,1,5,0,0,5,6,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0,3,0,2,0,0,1,0,0,0,0,3,3,2,0,0,14,2,2,0,0,1,2,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,38.0,0,0,0.0,13.0,0.0,0,0,0.0,0.0,0.0,0,0,98.0,16.5,0.0,0,0,0.0,0.0,45.0,0,0,0.0,0.0,0.0,0.0,0,165.5,25.5,52.0,7,10,161.5,17.5,39.0,6.0,10,119.0,20.0,40.0,1.0,0,109.0,24.0,47.0,8.0,0,82.5,20.5,40.5,8.0,0,0.0,20.5,38.0,6.0,10,120.0,19.0,37.0,7.5,0,87.0,18.0,42.0,0.0,0,177.0,16.0,52.0,0.0,0,122.0,29.5,42.0,0.0,0,0.0,0.0,0.0,0,0,178.0,0.0,39.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,23.0,0.0,0,0,84.0,0.0,0.0,0,0,76.0,22.5,51.0,0.0,0,129.0,0.0,35.5,0.0,0,171.0,0.0,0.0,0,0,188.0,18.0,45.5,0.0,0,115.0,29.5,36.0,0.0,0,172.0,20.5,35.0,0.0,0,0.0,0.0,49.5,0.0
BULLITT,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0.0,0.0,40.0,0,0,0.0,0.0,0.0,0,0,0.0,24.0,0.0,0,0,0.0,17.0,0.0,0,0,211.0,22.0,55.0,0,0,177.0,0.0,0.0,0,0,0.0,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0,213.0,0.0,0.0,0,0,191.5,24.0,0.0,7.0,10,183.0,19.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,145.0,0.0,0.0,0.0,0,0.0,15.0,52.0,0.0,0,0.0,19.0,0.0,0.0,0,90.0,0.0,39.0,0,0,72.0,0.0,52.0,0.0,0,116.0,0.0,0.0,0.0,0,112.0,17.0,44.5,0,0,0.0,22.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0,0.0,16.0,32.0,0,0,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,114.0,25.5,41.0,0.0
BUTLER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,1,0,1,2,1,2,0,5,3,4,1,1,5,2,6,1,0,1,3,0,0,0,3,0,2,0,0,3,1,1,0,0,1,3,4,2,1,0,2,3,1,1,0,3,0,1,0,0,3,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,51.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,10,94.0,19.0,40.0,8,0,138.0,19.5,53.0,5.5,0,80.0,19.0,44.5,8.0,10,84.0,24.0,42.5,8.0,0,65.0,17.0,0.0,0.0,0,113.0,0.0,38.0,0.0,0,79.0,14.0,48.0,0.0,0,75.0,27.0,48.5,5.0,10,0.0,19.0,42.0,9.0,10,0.0,17.0,0.0,7.0,0,0.0,22.0,0.0,0,10,69.0,16.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,55.0,0.0,0,0.0,0.0,0.0,5.0,0,0.0,11.0,55.0,0,0,75.0,0.0,0.0,0.0,0,0.0,0.0,38.0,0.0,0,0.0,0.0,39.0,0.0,0,0.0,0.0,0.0,0.0
CALDWELL,0,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,3,16,5,6,2,20,24,11,5,1,24,32,29,18,0,2,0,0,7,0,1,6,2,11,0,1,9,5,10,0,2,2,1,1,0,0,0,1,0,0,1,2,1,1,2,4,5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2,1,2,0,0,4,1,1,0,5,4,7,0,0,3,2,2,0,0,141.5,25.0,50.0,0,0,0.0,16.0,0.0,9,0,0.0,0.0,0.0,0,0,121.0,13.0,31.0,9,0,0.0,0.0,0.0,0,0,0.0,0.0,42.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,190.0,17.0,36.5,0,10,73.0,15.0,47.0,6.5,10,127.5,15.0,45.0,6.0,10,124.0,21.5,43.0,5.0,0,111.0,0.0,0.0,4.0,0,69.0,17.5,53.5,6.0,0,153.0,21.0,43.0,7.0,0,162.0,16.0,47.0,7.0,0,0.0,0.0,32.0,0.0,0,71.0,27.5,44.0,7.0,10,93.5,13.0,0.0,7,0,0.0,0.0,0.0,0.0,0,93.0,11.0,0.0,0.0,0,0.0,18.5,40.0,0,0,0.0,0.0,0.0,0,0,69.0,15.0,0.0,7.0,0,0.0,0.0,0.0,7.0,0,103.0,0.0,31.0,0,10,0.0,13.0,33.0,4.0,0,0.0,11.5,36.0,8.0,0,69.0,16.0,47.0,0.0,0,82.0,18.0,54.0,0.0
CALLOWAY,0,1,4,2,0,0,0,0,0,0,0,5,3,1,1,0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,2,0,1,0,1,1,2,2,0,0,6,0,3,0,0,5,1,0,0,0,16,1,1,0,0,1,1,1,0,0,4,1,1,0,0,8,2,0,0,0,0,0,1,0,0,0,1,4,0,0,2,0,1,0,0,11,0,1,1,0,2,2,0,4,0,2,2,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,2,0,0,0,0,1,0,0,3,2,1,0,0,24,0,0,0,0,147.0,21.0,48.0,0,0,0.0,0.0,0.0,0,0,115.0,28.0,58.0,7,0,137.0,0.0,33.0,0,0,201.0,0.0,39.0,0,0,0.0,0.0,0.0,0,0,118.0,0.0,47.5,0,0,158.0,0.0,59.0,0.0,0,127.0,0.0,35.0,0,10,72.0,21.0,46.0,0.0,0,167.0,0.0,41.0,0.0,0,128.0,17.0,0.0,0.0,0,148.5,24.0,38.0,0.0,0,182.0,27.0,44.0,0.0,0,157.0,26.0,54.0,0.0,0,113.5,20.5,0.0,0.0,0,0.0,0.0,53.0,0.0,0,0.0,13.0,45.0,0.0,0,106.5,0.0,33.0,0,0,196.0,0.0,60.0,9.0,0,81.0,14.0,0.0,6.5,0,74.0,18.0,0.0,0,0,113.0,26.0,42.0,0,0,0.0,22.0,0.0,0.0,0,0.0,0.0,36.0,0.0,0,62.0,0.0,0.0,0,0,150.0,17.5,41.0,0.0,0,0.0,0.0,41.0,0.0,0,105.0,23.0,56.0,0.0,0,217.0,0.0,0.0,0.0
CAMPBELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,2,4,3,0,0,1,2,1,0,0,0,0,0,0,0,1,2,4,0,0,1,1,0,0,0,1,4,2,0,0,2,1,2,0,0,0,1,3,0,0,3,2,0,0,0,1,1,1,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,1,1,4,1,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,10,0.0,19.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,64.0,0.0,51.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,18.5,0.0,0.0,0,0.0,25.0,32.0,0.0,0,0.0,0.0,44.0,0.0,0,116.5,13.5,46.0,0.0,0,84.0,19.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,72.0,19.0,37.0,0.0,0,65.0,30.0,0.0,0.0,0,78.0,21.5,46.5,0,0,153.0,20.0,38.5,0.0,0,0.0,30.0,46.0,0.0,0,75.0,30.0,0.0,0,0,77.0,19.0,55.0,0,0,0.0,15.0,0.0,0.0,0,75.0,22.0,47.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,46.0,0.0,0,273.0,30.0,47.5,0.0,0,0.0,0.0,0.0,0.0,10,132.0,18.0,48.0,9.0
CARLISLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,26.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,118.5,0.0,0.0,0,0,67.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,0.0,0,106.0,0.0,51.0,0.0,0,0.0,16.0,42.5,0.0,0,77.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,168.0,0.0,0.0,0,0,0.0,0.0,45.0,0.0,0,79.0,26.0,55.0,0.0,0,74.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,573.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CARROLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,280.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,146.0,0.0,0.0,0,0,267.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,292.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,284.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1083.0,0.0,0.0,0.0,0,0.0,0.0,43.0,0.0,0,0.0,0.0,47.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,240.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,64.0,19.0,0.0,0,0,0.0,0.0,0.0,0,0,303.0,0.0,0.0,0.0,0,365.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,83.0,22.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,207.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CARTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,65.0,17.0,0.0,8,0,1435.0,0.0,0.0,0,0,0.0,25.0,0.0,0.0,0,0.0,30.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,25.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,86.0,0.0,55.0,0.0,0,0.0,0.0,0.0,0.0,0,214.0,0.0,0.0,0,0,94.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,136.0,0.0,0.0,7,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,79.0,0.0,0.0,0.0,0,0.0,22.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CASEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,133.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,417.0,16.0,0.0,0.0,0,80.0,0.0,0.0,0.0,0,0.0,0.0,48.0,0.0,0,0.0,0.0,0.0,0.0,0,68.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0,164.0,20.0,0.0,0.0,0,64.0,0.0,0.0,0.0,0,136.0,0.0,47.0,0,0,82.0,0.0,0.0,0,0,91.0,0.0,55.0,0.0,0,265.0,0.0,0.0,0.0,0,94.5,23.0,0.0,0,0,0.0,12.0,0.0,0.0,0,151.0,13.0,0.0,0.0,0,74.0,0.0,0.0,0.0,0,279.0,0.0,50.0,0.0
CHRISTIAN,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,4,0,1,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0,0,0,35,31,22,17,2,30,21,26,4,1,7,5,3,1,0,7,4,1,0,0,0,1,1,0,0,1,3,1,0,0,3,1,1,0,0,2,0,3,0,0,0,2,1,0,0,3,1,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,0.0,0,0,87.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,78.0,20.5,45.0,0,0,130.0,0.0,42.0,0,0,174.0,21.0,49.5,0,0,201.0,29.0,46.0,0,0,0.0,0.0,0.0,0.0,0,118.0,21.0,38.0,7,10,105.0,19.0,39.5,6.0,10,164.0,15.0,32.0,9.0,0,98.0,17.0,50.0,0.0,0,0.0,16.0,32.0,0.0,0,158.0,25.0,33.0,0.0,0,302.0,30.0,42.0,0.0,0,265.5,0.0,48.0,0.0,0,0.0,20.0,35.0,0.0,0,182.0,15.0,43.0,0.0,0,388.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,70.0,16.0,0.0,0,10,142.0,0.0,0.0,7.0,0,0.0,19.0,0.0,0.0,0,99.0,0.0,32.0,0,0,0.0,0.0,0.0,0.0,0,140.0,12.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
