COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VH,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VH,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VH,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VH,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VH,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VH,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VH,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VH,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VH,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VH,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VH,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VH,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VH,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VH,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VH,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VH,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VH,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VH,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VH,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VH,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VH,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VH,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VH,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VH,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VH,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VH,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VH,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VH,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VH,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VH,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VH,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VH,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VH,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VH,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VH,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VH,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VH,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VH,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VH,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VH,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VH,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VH,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VH,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VH,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VH,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VH,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VH,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VH,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VH,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VH,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VH,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VH,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VH,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VH,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VH,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VH,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VH,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VH,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VH,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VH,2019_VL
BOYLE,2,22,11,21,204,0,0,20,21,33,304,2,5,22,26,27,338,3,0,22,17,27,234,1,1,16,11,32,203,1,0,26,7,21,170,0,0,8,2,10,127,0,1,25,12,17,149,0,0,17,14,21,142,0,1,18,3,8,131,0,0,4,2,6,39,0,0,6,3,6,45,0,0,12,1,3,34,0,0,8,3,15,51,0,0,2,2,5,73,0,0,2,3,2,38,0,0,2,0,1,32,0,0,3,0,1,40,0,0,4,3,5,34,0,0,3,0,1,28,0,0,3,3,4,52,0,0,3,4,6,37,0,0,3,1,3,63,0,0,1,2,2,20,0,0,4,4,2,16,0,0,1,0,0,3,0,0,2,0,1,17,0,1,0,1,3,4,0,0,9,0,3,16,0,0,1,0,1,8,0,80,68.5,19.0,49.0,239.5,0.0,0,70.5,18.0,42.0,257.0,5.5,80,65.5,22.0,45.0,262.5,5.0,0,65.0,14.0,41.0,267.5,5.0,80,69.0,18.0,41.0,288.0,1.0,0,68.0,24.0,42.0,218.5,0.0,0,67.5,16.5,41.5,244.0,0.0,80,67.0,18.0,46.0,205.0,0.0,0,67.0,17.5,48.0,221.5,0.0,80,66.5,19.0,43.0,222.0,0.0,0,68.0,20.0,44.0,211.0,0,0,71.0,27.0,48.0,275.0,0,0,67.0,24.0,56.0,211.5,0.0,0,69.0,25.0,40.0,236.0,0,0,61.0,17.5,44.0,213.0,0,0,70.5,16.0,47.0,314.0,0,0,65.0,0.0,53.0,332.0,0,0,68.0,0.0,51.0,234.0,0.0,0,64.5,22.0,48.0,204.0,0,0,79.0,0.0,57.0,198.0,0,0,76.0,14.0,47.0,232.0,0.0,0,72.0,23.5,45.0,285.0,0.0,0,69.0,7.0,41.0,309.0,0,0,74.0,26.5,47.0,151.0,0,0,68.0,12.5,44.0,224.5,0,0,73.0,0.0,0.0,213.0,0,0,63.0,0.0,42.0,245.0,0.0,80,0.0,19.0,39.0,145.0,0,0,67.0,0.0,48.0,189.0,0,0,73.0,0.0,41.0,119.5,0
BRACKEN,2,6,7,9,83,0,0,10,7,11,87,0,0,5,5,15,75,0,0,7,5,10,71,0,1,3,4,4,49,0,0,5,2,7,49,0,0,9,3,3,23,0,0,1,0,1,16,0,0,11,3,16,76,0,1,13,4,18,63,0,0,6,0,9,34,0,0,6,1,5,33,0,0,3,3,6,23,0,0,8,0,11,61,0,0,8,1,2,33,0,0,6,5,7,38,0,1,7,3,8,72,0,0,6,6,11,59,0,0,10,8,16,95,0,0,9,5,8,86,0,0,13,8,5,37,1,0,14,0,9,54,0,0,8,8,18,64,0,1,17,4,32,80,0,1,16,8,16,98,0,0,15,6,16,57,0,0,13,11,20,63,0,1,11,5,12,46,0,0,29,3,14,44,0,0,7,2,7,24,0,80,67.5,19.0,50.0,164.0,0.0,0,71.0,16.0,42.0,193.0,0.0,0,68.0,23.0,46.0,225.0,0.0,0,66.0,24.0,45.0,200.0,0.0,80,75.0,14.5,43.5,212.0,0.0,0,72.0,24.0,45.0,168.0,0.0,0,68.0,14.0,35.0,191.0,0.0,0,79.0,0.0,32.0,276.0,0.0,0,75.0,26.0,43.5,171.5,0.0,80,73.0,23.5,46.5,182.0,0.0,0,61.5,0.0,46.0,126.0,0,0,68.0,24.0,36.0,253.0,0,0,68.0,18.0,46.0,183.0,0.0,0,72.0,0.0,41.0,165.0,0,0,75.0,22.0,53.5,177.0,0,0,68.0,24.0,42.0,204.5,0,80,73.0,19.0,46.5,203.5,0,0,68.5,17.5,36.0,215.0,0.0,0,61.0,24.0,41.0,219.0,0,0,65.0,25.0,39.0,171.0,0,0,71.0,16.0,42.0,167.0,5.0,0,69.5,0.0,42.0,175.5,0.0,0,65.0,21.0,37.5,158.5,0,80,70.0,22.0,44.0,149.0,0,80,69.5,24.0,50.5,162.5,0,0,70.0,24.0,45.0,181.0,0,0,72.0,22.0,47.5,179.0,0.0,80,68.0,15.0,45.5,155.5,0,0,69.0,27.0,44.0,131.0,0,0,66.0,17.5,35.0,192.5,0
BREATHITT,0,2,2,6,34,0,0,0,5,7,20,0,0,0,5,7,17,0,1,6,1,4,28,0,0,2,1,5,17,0,0,5,2,3,10,0,0,3,0,5,8,0,0,3,0,3,15,0,0,7,2,6,15,0,0,4,6,5,23,0,1,0,1,0,1,0,0,2,0,3,6,0,0,4,1,0,11,0,0,2,1,2,7,0,0,2,1,0,8,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60.0,16.5,48.0,218.0,0.0,0,0.0,12.0,53.0,159.5,0.0,0,0.0,14.0,49.0,196.0,0.0,80,74.0,9.0,47.0,132.0,0.0,0,69.0,24.0,39.0,164.0,0.0,0,64.0,17.0,40.0,247.0,0.0,0,70.0,0.0,42.0,253.5,0.0,0,67.0,0.0,52.0,167.0,0.0,0,63.0,19.0,42.5,165.0,0.0,0,64.0,18.5,48.0,232.0,0.0,80,0.0,11.0,0.0,103.0,0,0,73.5,0.0,55.0,121.0,0,0,72.0,16.0,0.0,202.0,0.0,0,65.5,22.0,55.5,130.0,0,0,68.0,11.0,0.0,94.5,0,0,0.0,0.0,0.0,89.0,0,0,0.0,0.0,0.0,366.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,29.0,706.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,72.0,16.0,36.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,72.0,21.0,47.0,157.0,0,0,59.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,0.0,0,0,0.0,0.0,37.0,0.0,0,0,0.0,0.0,0.0,0.0,0
BRECKINRIDGE,1,12,19,26,87,2,0,19,17,30,93,4,1,18,25,35,91,0,0,17,9,32,125,1,1,15,11,20,55,0,0,9,3,19,86,0,1,14,14,32,106,1,0,28,29,49,179,3,1,21,13,29,135,1,1,14,21,26,91,3,0,14,3,23,50,0,1,12,8,18,97,1,0,18,7,17,107,0,0,15,6,21,64,0,0,11,10,21,64,0,2,25,13,33,91,0,0,7,10,19,46,1,1,31,10,34,74,0,1,19,14,45,71,1,2,28,19,36,76,0,0,30,14,39,99,0,2,46,30,55,176,0,1,57,27,80,169,0,5,53,48,66,322,0,4,63,13,70,244,0,2,48,7,64,195,1,1,40,21,71,110,0,2,51,15,53,153,0,2,30,3,28,96,0,3,32,8,32,73,0,80,65.5,20.0,45.0,162.0,3.0,0,71.0,21.0,42.0,167.0,4.5,80,70.0,16.0,38.0,173.0,0.0,0,69.0,24.0,41.5,200.0,6.0,80,69.0,18.0,43.5,150.0,0.0,0,72.0,17.0,44.0,194.0,0.0,80,66.5,19.5,43.0,180.0,6.0,0,69.0,19.0,44.0,176.0,5.0,80,66.0,21.0,43.0,201.0,6.0,80,66.0,17.0,46.0,152.0,5.0,0,72.5,26.0,47.0,192.5,0,80,67.0,17.5,38.5,207.0,5,0,70.0,14.0,45.0,194.0,0.0,0,68.0,15.0,45.0,212.0,0,0,66.0,20.5,43.0,153.5,0,80,63.0,15.0,45.0,146.0,0,0,69.0,18.5,40.0,194.0,6,80,65.0,24.5,48.5,147.0,0.0,80,69.0,20.0,48.0,152.0,6,80,69.0,21.0,43.5,147.0,0,0,67.5,22.0,47.0,144.0,0.0,80,67.0,19.0,42.0,144.5,0.0,80,66.0,22.0,48.0,143.0,0,80,70.0,20.0,45.0,126.5,0,80,67.0,20.0,47.0,135.0,0,80,71.5,19.0,45.0,137.0,5,80,69.0,22.0,47.0,133.5,0.0,80,68.0,18.0,46.0,138.0,0,80,65.5,23.0,48.0,121.0,0,80,67.0,19.5,48.5,117.0,0
BULLITT,0,4,10,4,18,2,0,4,4,12,32,1,1,6,14,9,29,1,1,7,6,7,31,2,0,4,4,7,24,2,0,5,6,7,20,0,2,3,7,11,31,0,2,7,5,12,15,0,0,13,2,12,31,0,0,0,7,4,26,1,0,2,1,3,13,0,0,4,1,4,12,0,0,3,2,5,10,0,0,3,3,3,5,0,0,1,0,3,5,0,0,0,2,3,0,1,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,1,1,4,0,0,2,0,1,5,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,21.5,44.5,264.5,3.5,0,72.5,26.0,38.0,278.0,3.0,80,60.0,13.0,43.0,222.0,4.0,80,67.0,16.0,44.0,184.0,2.5,0,74.0,20.0,43.0,205.0,4.5,0,65.0,23.5,42.0,193.5,0.0,80,75.0,16.0,47.0,192.0,0.0,80,65.0,24.0,41.0,171.0,0.0,0,65.0,18.5,39.5,172.0,0.0,0,0.0,14.0,43.5,195.5,6.0,0,74.0,13.0,50.0,306.0,0,0,65.5,11.0,32.0,190.5,0,0,62.0,26.5,39.0,208.0,0.0,0,68.0,26.0,36.0,211.0,0,0,71.0,0.0,42.0,370.0,0,0,0.0,16.5,36.0,0.0,4,0,73.0,0.0,0.0,83.5,0,0,0.0,0.0,55.0,112.0,0.0,0,0.0,0.0,0.0,185.0,0,0,0.0,15.0,53.0,111.0,0,0,71.0,0.0,35.0,100.0,0.0,0,0.0,0.0,0.0,158.0,0.0,0,61.0,0.0,0.0,82.0,0,0,0.0,0.0,45.5,123.0,0,0,64.5,26.0,48.0,118.0,0,0,0.0,0.0,0.0,121.0,0,0,0.0,0.0,0.0,227.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
BUTLER,0,1,4,4,7,2,1,2,2,2,7,0,0,6,6,8,12,0,0,2,2,1,8,1,0,1,1,2,7,1,0,2,2,4,13,0,0,2,3,2,11,0,0,6,2,8,22,0,0,4,2,4,12,0,0,3,2,3,10,0,0,0,1,2,11,0,0,2,0,0,6,0,0,3,0,0,7,1,0,4,1,2,3,0,0,0,1,1,2,0,0,4,0,0,2,1,0,1,1,1,3,0,0,1,1,0,8,0,0,2,5,3,14,0,0,0,0,1,2,0,0,1,1,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,16.5,51.0,201.0,5.0,80,71.5,22.0,53.5,147.0,0.0,0,69.0,22.5,39.5,152.0,0.0,0,62.5,17.0,31.0,143.0,6.0,0,62.0,24.0,40.0,201.0,3.0,0,69.5,10.0,37.0,151.0,0.0,0,66.5,26.0,44.5,141.0,0.0,0,62.5,14.5,52.5,133.0,0.0,0,62.0,15.5,49.0,122.0,0.0,0,67.0,15.5,45.0,115.0,0.0,0,0.0,19.0,36.5,158.0,0,0,65.5,0.0,0.0,138.0,0,0,63.0,0.0,0.0,151.0,4.0,0,61.0,12.0,31.0,182.0,0,0,0.0,19.0,44.0,129.0,0,0,73.5,0.0,0.0,159.0,6,0,63.0,18.0,45.0,101.0,0,0,78.0,10.0,0.0,100.5,0.0,0,58.0,14.0,42.0,115.5,0,0,0.0,0.0,35.0,122.5,0,0,58.0,27.0,55.0,121.5,0.0,0,0.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,111.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,205.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
CALDWELL,0,8,19,13,48,0,1,15,13,28,31,1,0,17,18,43,48,2,0,10,8,19,28,0,1,4,3,14,19,1,0,7,5,12,14,0,0,3,3,8,5,0,0,2,4,6,6,0,0,5,7,10,11,0,0,6,8,16,10,2,0,2,4,2,12,0,0,2,2,2,12,0,0,8,3,10,9,1,0,5,3,3,11,0,0,3,2,4,8,1,0,10,11,13,25,0,0,10,6,14,22,0,0,5,2,14,15,1,0,8,11,17,28,0,1,14,5,11,22,0,0,13,3,20,28,0,0,13,7,17,28,0,1,13,3,16,31,0,0,0,0,2,5,1,0,1,0,1,4,0,0,3,1,2,7,0,0,1,1,4,5,0,0,2,3,5,7,0,0,5,2,8,6,0,0,0,2,1,6,0,0,67.5,22.0,42.0,126.5,0.0,80,68.0,17.0,45.5,137.0,4.0,0,67.0,17.5,42.0,130.0,3.5,0,70.5,14.5,40.0,163.5,0.0,80,70.0,19.0,40.5,129.0,3.0,0,72.0,23.0,50.5,127.5,0.0,0,69.0,24.0,41.5,141.0,0.0,0,72.0,17.5,48.5,113.0,0.0,0,63.0,23.0,31.0,120.0,0.0,0,61.0,20.0,43.5,101.5,5.0,0,65.0,20.5,36.5,166.0,0,0,66.0,24.5,51.0,148.5,0,0,73.0,22.0,42.5,144.0,6.0,0,67.0,26.0,35.0,117.0,0,0,63.0,22.5,54.0,96.0,3,0,68.0,16.0,46.0,227.0,0,0,63.5,21.0,45.0,198.0,0,0,62.0,16.5,44.5,167.0,4.0,0,69.5,22.0,41.0,148.5,0,80,67.0,24.0,44.0,117.5,0,0,70.0,19.0,40.5,119.0,0.0,0,64.0,16.0,44.0,149.0,0.0,80,71.0,23.0,46.5,109.0,0,0,0.0,0.0,34.0,185.0,5,0,73.0,0.0,55.0,127.0,0,0,59.0,18.0,45.0,109.0,0,0,67.0,24.0,42.0,126.0,0.0,0,68.5,17.0,44.0,129.0,0,0,67.0,21.5,53.0,98.5,0,0,0.0,20.5,35.0,190.5,0
CALLOWAY,0,2,1,3,19,0,1,6,3,5,15,0,0,6,3,10,41,0,1,3,0,1,15,0,1,1,0,0,9,0,0,3,0,1,11,0,0,2,1,6,11,0,0,0,0,2,3,0,0,3,1,7,12,0,0,3,2,7,18,0,0,3,2,7,9,0,0,3,1,0,7,0,0,3,0,3,6,0,0,4,1,2,7,0,0,4,2,1,10,0,0,9,11,22,38,0,0,6,0,3,22,0,0,5,0,6,13,0,0,7,0,11,16,0,0,2,1,3,8,0,0,4,0,5,10,0,1,6,1,3,15,0,0,4,2,3,13,0,0,4,1,5,6,0,0,5,0,3,9,0,0,3,2,3,13,0,0,2,2,4,9,0,0,4,4,7,8,0,0,2,0,2,5,0,0,0,0,2,1,0,0,65.5,25.0,48.0,161.0,0.0,80,69.5,15.0,36.0,143.0,0.0,0,70.5,26.0,45.0,127.0,0.0,80,58.0,0.0,56.0,127.0,0.0,80,76.0,0.0,0.0,123.0,0.0,0,72.0,0.0,53.0,144.0,0.0,0,70.5,8.0,34.5,193.0,0.0,0,0.0,0.0,41.5,113.0,0.0,0,76.0,11.0,45.0,179.0,0.0,0,58.0,21.0,53.0,132.5,0.0,0,67.0,27.5,49.0,154.0,0,0,63.0,25.0,0.0,152.0,0,0,63.0,0.0,55.0,122.5,0.0,0,72.5,28.0,41.5,151.0,0,0,64.5,13.0,47.0,112.5,0,0,69.0,22.0,48.5,122.0,0,0,64.0,0.0,43.0,110.0,0,0,67.0,0.0,51.5,148.0,0.0,0,76.0,0.0,48.0,122.0,0,0,68.0,20.0,45.0,110.5,0,0,67.0,0.0,45.0,210.5,0.0,80,72.0,21.0,47.0,103.0,0.0,0,71.0,27.5,52.0,134.0,0,0,64.0,9.0,37.0,141.5,0,0,72.0,0.0,55.0,96.0,0,0,72.0,22.5,41.0,101.0,0,0,66.0,19.0,41.5,123.0,0.0,0,71.5,26.0,48.0,149.0,0,0,70.0,0.0,46.0,165.0,0,0,0.0,0.0,52.5,194.0,0
CAMPBELL,0,8,4,7,20,0,1,14,9,14,57,0,0,8,2,7,32,0,2,10,4,4,53,1,0,12,4,5,37,0,2,4,2,9,54,0,0,8,5,11,58,0,1,9,8,10,47,0,1,12,8,8,35,0,1,5,2,7,36,0,0,1,1,6,18,0,0,0,0,5,20,0,1,3,1,2,9,0,0,3,0,1,4,0,0,2,3,3,20,0,0,0,0,1,14,0,0,1,0,0,7,0,0,3,3,1,12,0,1,1,0,1,8,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,71.0,19.5,39.0,172.5,0.0,80,68.0,21.0,41.5,163.0,0.0,0,71.5,14.5,46.0,134.0,0.0,80,66.5,20.5,42.5,150.0,6.0,0,67.0,20.5,44.0,161.0,0.0,80,67.0,18.0,50.0,136.0,0.0,0,68.5,19.0,46.0,159.5,0.0,80,71.0,17.5,43.0,189.0,0.0,80,62.5,14.0,47.5,156.0,0.0,80,61.0,26.5,46.0,189.0,0.0,0,61.0,24.0,45.0,141.5,0,0,0.0,0.0,50.0,211.5,0,80,62.0,18.0,52.5,164.0,0.0,0,65.0,0.0,36.0,148.5,0,0,65.0,21.0,56.0,172.0,0,0,0.0,0.0,41.0,152.5,0,0,68.0,0.0,0.0,137.0,0,0,65.0,21.0,55.0,218.5,0.0,80,73.0,0.0,53.0,182.5,0,0,67.0,0.0,0.0,156.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,687.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,174.0,0,0,0.0,0.0,37.0,142.0,0,0,0.0,0.0,0.0,184.5,0,0,0.0,0.0,0.0,0.0,0.0,0,72.0,0.0,0.0,211.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,225.0,0
CARLISLE,0,0,0,1,4,0,0,1,0,1,6,0,0,3,0,1,16,0,0,1,1,0,5,0,0,1,0,1,4,0,0,1,0,0,6,0,0,1,1,3,6,0,0,2,2,3,11,0,0,2,4,3,14,0,0,1,1,3,6,0,0,1,1,0,2,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,0,0,6,0,0,1,0,0,4,0,0,1,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,38.0,190.5,0.0,0,73.0,0.0,49.0,201.0,0.0,0,63.0,0.0,48.0,201.0,0.0,0,78.0,28.0,0.0,166.0,0.0,0,66.0,0.0,40.0,201.0,0.0,0,67.0,0.0,0.0,169.5,0.0,0,75.0,28.0,33.0,151.0,0.0,0,68.0,21.0,38.0,156.0,0.0,0,63.0,17.5,41.0,171.0,0.0,0,72.0,11.0,33.0,150.0,0.0,0,61.0,24.0,0.0,201.0,0,0,0.0,0.0,36.5,127.0,0,0,0.0,0.0,0.0,339.5,0.0,0,0.0,0.0,34.0,205.0,0,0,0.0,0.0,0.0,162.5,0,0,63.0,0.0,0.0,232.5,0,0,78.0,0.0,0.0,116.0,0,0,65.0,0.0,0.0,118.5,0.0,0,0.0,0.0,33.0,200.0,0,0,0.0,0.0,0.0,0.0,0,0,67.0,0.0,52.0,83.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
CARROLL,1,3,0,1,42,0,0,4,0,2,86,0,0,3,2,8,51,0,0,2,4,6,41,0,0,5,3,6,49,0,0,0,1,5,39,0,0,1,0,0,17,0,0,0,0,0,9,0,0,0,0,1,8,0,0,2,0,0,20,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,1,0,16,0,0,1,0,2,15,0,0,1,0,5,9,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,0,0,2,0,0,21,0,0,0,1,0,9,0,0,0,2,1,5,0,0,1,0,1,3,0,0,1,1,2,19,0,0,0,1,3,3,0,0,0,0,3,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80,63.0,0.0,29.0,303.0,0.0,0,65.5,0.0,45.0,266.5,0.0,0,67.0,18.5,46.0,222.0,0.0,0,61.5,16.0,46.5,259.0,0.0,0,67.0,19.0,39.0,254.0,0.0,0,0.0,23.0,41.0,272.0,0.0,0,58.0,0.0,0.0,329.0,0.0,0,0.0,0.0,0.0,470.0,0.0,0,0.0,0.0,35.0,316.0,0.0,0,63.5,0.0,0.0,261.0,0.0,0,0.0,0.0,0.0,171.5,0,0,0.0,0.0,0.0,457.0,0,0,0.0,14.0,0.0,315.0,0.0,0,69.0,0.0,37.0,336.0,0,0,73.0,0.0,34.0,379.0,0,0,0.0,0.0,0.0,299.0,0,0,0.0,0.0,0.0,377.0,0,0,0.0,0.0,0.0,429.0,0.0,0,70.0,0.0,0.0,173.0,0,0,0.0,13.0,0.0,215.0,0,0,0.0,20.5,29.0,254.0,0.0,0,79.0,0.0,39.0,190.0,0.0,0,70.0,25.0,36.0,207.0,0,0,0.0,15.0,31.0,380.0,0,0,0.0,0.0,43.0,169.5,0,0,0.0,0.0,43.5,216.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,367.5,0,0,0.0,0.0,0.0,0.0,0
