COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VH,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VH,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VH,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VH,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VH,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VH,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VH,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VH,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VH,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VH,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VH,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VH,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VH,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VH,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VH,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VH,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VH,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VH,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VH,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VH,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VH,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VH,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VH,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VH,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VH,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VH,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VH,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VH,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VH,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VH,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VH,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VH,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VH,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VH,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VH,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VH,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VH,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VH,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VH,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VH,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VH,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VH,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VH,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VH,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VH,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VH,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VH,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VH,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VH,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VH,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VH,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VH,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VH,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VH,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VH,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VH,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VH,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VH,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VH,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VH,2019_VL
ESTILL,0,3,1,3,39,0,1,5,4,5,30,0,0,4,10,12,34,2,0,0,4,2,13,1,0,7,3,6,18,0,0,5,0,1,12,0,0,0,1,3,5,0,0,7,7,3,18,0,0,2,5,5,13,0,0,3,6,4,15,0,0,2,2,3,11,0,0,3,2,4,9,0,0,1,2,5,16,0,0,0,1,3,3,0,0,2,0,4,3,0,0,0,0,2,7,0,0,4,2,2,5,0,0,3,5,2,7,0,1,1,0,5,9,0,0,0,1,1,5,0,0,2,0,3,1,0,0,2,0,2,6,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,12.0,44.0,244.0,0.0,80,77.0,13.0,40.0,202.0,0.0,0,68.0,17.5,36.5,190.5,5.5,0,0.0,9.0,51.5,199.0,2.0,0,70.0,15.0,36.5,127.0,0.0,0,73.0,0.0,48.0,291.0,0.0,0,0.0,26.0,49.0,107.0,0.0,0,64.0,20.0,52.0,225.0,0.0,0,63.5,13.0,38.0,239.0,0.0,0,59.0,17.0,47.0,123.0,0.0,0,65.5,27.5,31.0,189.0,0,0,69.0,20.5,31.0,248.0,0,0,62.0,25.5,39.0,147.5,0.0,0,0.0,19.0,54.0,99.0,0,0,68.0,0.0,35.0,228.0,0,0,0.0,0.0,41.0,99.0,0,0,64.5,17.5,53.0,181.0,0,0,66.0,23.0,54.5,236.0,0.0,80,64.0,0.0,43.0,221.0,0,0,0.0,25.0,50.0,442.0,0,0,68.0,0.0,56.0,94.0,0.0,0,61.0,0.0,41.0,230.5,0.0,0,71.0,22.0,0.0,0.0,0,0,0.0,27.5,0.0,134.5,0,0,0.0,0.0,47.0,226.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
FAYETTE,0,8,3,9,161,0,1,9,4,11,233,0,0,25,19,32,340,0,0,23,16,30,331,0,0,7,4,16,143,0,0,8,0,11,108,0,1,12,9,17,140,0,0,20,10,22,259,0,2,25,12,30,246,0,0,16,9,34,285,0,1,8,4,10,105,0,1,11,0,14,148,0,0,13,11,32,175,0,0,6,3,20,126,0,0,16,9,21,175,0,0,5,1,10,74,0,0,10,5,13,73,0,1,14,2,15,85,0,1,14,3,23,110,0,0,18,9,30,105,0,1,23,13,44,98,0,0,9,0,11,103,0,2,10,3,21,64,0,0,13,5,12,61,0,0,14,2,18,70,0,0,13,2,18,39,0,0,10,1,13,47,0,0,6,0,17,30,0,0,2,0,2,10,0,0,1,1,5,10,0,0,68.5,19.0,38.0,324.0,0.0,80,69.0,15.0,46.0,384.0,0.0,0,72.0,19.0,43.5,360.0,0.0,0,66.0,20.0,42.0,288.0,0.0,0,67.0,17.0,46.5,348.0,0.0,0,73.5,0.0,46.0,288.5,0.0,80,66.0,18.0,48.0,240.5,0.0,0,68.0,21.5,44.5,300.0,0.0,80,70.0,18.0,42.5,251.5,0.0,0,69.0,22.0,43.0,323.0,0.0,80,64.0,11.5,39.5,223.0,0,80,65.0,0.0,43.0,260.5,0,0,68.0,22.0,42.5,330.0,0.0,0,66.5,25.0,45.5,308.5,0,0,67.5,17.0,39.0,302.0,0,0,76.0,27.0,48.0,324.5,0,0,66.5,24.0,45.0,318.0,0,80,69.0,17.0,49.0,298.0,0.0,80,71.5,24.0,42.0,291.5,0,0,67.5,24.0,46.5,336.0,0,80,63.0,20.0,40.0,288.5,0.0,0,70.0,0.0,45.0,212.0,0.0,80,63.0,19.0,48.0,313.0,0,0,68.0,23.0,44.5,374.0,0,0,71.5,22.0,43.5,324.5,0,0,71.0,27.0,47.5,351.0,0,0,66.0,25.0,46.0,334.0,0.0,0,65.0,0.0,45.0,236.5,0,0,64.5,0.0,51.0,359.5,0,0,58.0,26.0,44.0,411.0,0
FLEMING,3,36,27,54,137,3,1,37,31,47,195,3,0,23,16,34,146,1,2,17,19,26,135,0,0,9,9,21,66,1,0,15,15,21,67,2,1,9,7,23,93,2,1,41,44,54,156,1,3,30,36,44,151,0,1,21,30,42,113,2,1,13,6,11,30,0,1,8,6,14,47,1,0,6,3,10,45,0,1,8,0,9,33,0,1,12,4,11,58,1,0,6,2,8,25,0,0,0,3,1,2,0,0,1,5,13,31,0,0,8,8,7,49,0,0,14,9,29,81,1,0,10,1,21,40,0,2,3,4,12,13,0,1,7,5,18,35,0,1,9,10,14,47,0,0,17,20,20,57,0,0,9,4,10,28,0,0,21,4,23,33,0,1,3,7,12,26,0,0,10,2,12,22,0,1,4,3,5,9,0,80,68.0,16.0,40.0,179.0,5.0,80,71.0,21.0,42.0,178.0,6.0,0,71.0,14.5,45.0,178.5,4.0,80,71.0,18.0,43.5,199.0,0.0,0,66.0,17.0,38.0,189.5,1.0,0,73.0,15.0,49.0,167.0,2.5,80,70.0,20.0,43.0,179.0,4.5,80,66.0,17.0,41.5,170.0,6.0,80,69.5,20.0,40.0,161.0,0.0,80,70.0,16.0,40.5,174.0,5.0,80,64.0,23.0,47.0,186.5,0,80,65.5,12.5,48.5,157.0,4,0,64.0,28.0,41.0,135.0,0.0,80,69.5,0.0,50.0,185.0,0,80,66.5,22.5,51.0,219.0,5,0,71.5,13.5,42.5,152.0,0,0,0.0,8.0,45.0,254.0,0,0,59.0,27.0,42.0,174.0,0.0,0,71.0,20.0,49.0,173.0,0,0,64.5,20.0,45.0,165.0,3,0,69.0,26.0,42.0,174.0,0.0,80,64.0,16.5,46.5,141.0,0.0,80,68.0,22.0,40.5,172.0,0,80,69.0,19.0,40.0,159.0,0,0,68.0,19.5,45.0,131.0,0,0,71.0,16.5,48.5,158.5,0,0,66.0,15.0,42.0,141.0,0.0,80,71.0,24.0,40.5,134.5,0,0,67.5,18.0,42.5,162.0,0,80,68.0,17.0,47.0,123.0,0
FLOYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,66.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
FRANKLIN,0,12,6,10,219,0,1,18,11,17,242,1,2,13,9,24,279,0,0,16,7,25,261,1,1,12,3,17,196,0,0,9,4,9,227,1,0,11,4,9,172,0,1,11,4,12,201,1,0,14,4,17,196,0,0,11,5,11,168,0,0,7,2,6,72,0,1,5,0,15,74,0,0,5,0,7,77,0,1,7,2,5,55,0,0,6,0,4,73,0,0,2,0,1,40,0,0,1,0,0,37,0,0,0,0,0,43,0,0,3,0,1,36,0,0,4,1,7,42,0,0,0,0,0,29,0,0,0,0,1,19,0,0,0,0,2,35,0,1,0,0,0,27,0,0,1,1,1,16,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,42,0,0,0,0,0,4,0,0,62.5,10.5,45.0,342.0,0.0,80,69.5,22.0,46.0,339.0,4.0,80,68.0,21.0,46.0,327.0,0.0,0,67.5,17.0,45.0,333.0,5.0,80,62.0,21.0,45.0,345.5,0.0,0,67.0,16.5,42.0,275.0,5.0,0,72.0,15.0,44.0,287.5,0.0,80,63.0,19.5,54.0,309.0,6.0,0,68.5,21.0,46.0,303.5,0.0,0,71.0,23.0,47.0,313.0,0.0,0,66.0,26.5,36.5,266.0,0,80,66.0,0.0,39.0,295.5,0,0,64.0,0.0,46.0,300.0,0.0,80,63.0,22.5,45.0,270.0,0,0,67.0,0.0,42.0,263.0,0,0,73.0,0.0,29.0,265.5,0,0,73.0,0.0,0.0,320.0,0,0,0.0,0.0,0.0,285.0,0.0,0,69.0,0.0,47.0,304.5,0,0,65.5,22.0,49.0,305.5,0,0,0.0,0.0,0.0,435.0,0.0,0,0.0,0.0,34.0,321.0,0.0,0,0.0,0.0,48.5,339.0,0,80,0.0,0.0,0.0,300.0,0,0,59.0,26.0,47.0,267.5,0,0,71.0,0.0,0.0,424.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,70.0,0.0,40.0,203.0,0,0,0.0,0.0,0.0,333.0,0
FULTON,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,0,0.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,68.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,110.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
GALLATIN,0,1,3,10,44,0,1,3,1,4,32,1,1,6,2,5,42,0,0,2,2,5,26,0,0,1,1,3,15,1,0,5,1,3,22,0,0,3,4,5,15,0,0,5,9,4,24,0,0,4,0,9,35,0,0,4,1,7,47,0,0,1,2,1,9,0,0,0,0,0,13,0,0,0,1,2,5,0,0,0,1,1,8,0,0,1,0,0,8,0,0,1,3,0,15,0,0,1,0,0,5,0,0,0,2,1,15,0,0,0,0,0,1,0,0,1,0,3,8,0,0,2,2,3,23,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,2,1,24,0,0,2,1,3,19,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,76.0,21.0,38.5,207.5,0.0,80,73.0,20.0,37.0,189.0,5.0,80,68.0,17.0,50.0,191.0,0.0,0,74.0,8.5,50.0,168.5,0.0,0,60.0,10.0,42.0,156.0,5.0,0,66.0,19.0,51.0,160.5,0.0,0,69.0,18.5,50.0,257.0,0.0,0,70.0,21.0,45.5,191.5,0.0,0,68.0,0.0,38.0,146.0,0.0,0,76.0,10.0,48.0,219.0,0.0,0,60.0,21.5,48.0,306.0,0,0,0.0,0.0,0.0,352.0,0,0,0.0,21.0,48.5,322.0,0.0,0,0.0,27.0,46.0,162.5,0,0,69.0,0.0,0.0,319.5,0,0,63.0,15.0,0.0,233.0,0,0,60.0,0.0,0.0,160.0,0,0,0.0,15.5,38.0,292.0,0.0,0,0.0,0.0,0.0,234.0,0,0,69.0,0.0,41.0,259.0,0,0,71.0,16.5,47.0,220.0,0.0,0,0.0,0.0,0.0,337.5,0.0,0,0.0,0.0,0.0,169.0,0,0,59.0,13.0,51.0,182.0,0,0,66.5,21.0,36.0,144.0,0,0,0.0,0.0,0.0,369.5,0,0,0.0,0.0,0.0,211.0,0.0,0,0.0,0.0,0.0,160.5,0,0,0.0,0.0,46.0,0.0,0,0,75.0,0.0,0.0,0.0,0
GARRARD,2,28,18,33,229,1,5,30,15,50,298,1,1,32,13,38,277,0,0,20,8,22,192,0,1,21,8,17,151,0,0,17,5,15,152,0,1,29,11,42,172,0,4,37,18,45,267,1,1,30,30,37,230,1,1,32,14,28,180,0,0,15,3,14,98,0,0,13,2,9,62,0,1,6,1,8,43,0,0,15,7,6,45,0,0,8,2,4,32,0,2,14,10,27,69,0,0,8,2,7,21,0,0,21,6,26,69,0,0,5,1,3,39,0,0,1,0,12,30,0,3,13,2,10,57,0,0,11,2,7,76,0,0,13,12,20,92,0,1,10,4,10,64,0,0,4,6,13,68,0,0,10,4,11,45,0,0,4,3,1,26,0,0,2,1,3,16,0,0,3,1,0,1,0,0,7,5,1,19,0,80,68.0,22.0,47.0,228.0,6.0,80,69.5,22.0,44.0,222.0,2.0,80,69.5,20.0,44.0,199.0,0.0,0,67.0,24.5,43.5,241.0,0.0,80,68.0,19.0,44.0,227.0,0.0,0,70.0,20.0,42.0,189.5,0.0,80,70.0,17.0,43.5,183.0,0.0,80,70.0,22.5,45.0,192.0,6.0,80,68.5,20.5,43.0,215.0,6.0,80,68.5,21.0,45.5,194.5,0.0,0,66.0,23.0,50.0,157.0,0,0,69.0,21.5,45.0,207.0,0,80,68.5,16.0,50.0,215.0,0.0,0,67.0,25.0,52.5,142.0,0,0,74.0,27.0,38.5,181.5,0,80,65.0,22.0,42.0,138.0,0,0,73.0,18.5,40.0,253.0,0,0,69.0,20.0,45.0,198.0,0.0,0,69.0,28.0,46.0,221.0,0,0,74.0,0.0,46.5,174.0,0,80,74.0,22.5,52.0,223.0,0.0,0,74.0,18.0,42.0,235.0,0.0,0,68.0,18.0,43.5,221.0,0,80,69.0,20.5,38.0,300.0,0,0,67.0,20.5,41.0,206.0,0,0,72.5,24.5,47.0,225.0,0,0,62.0,25.0,46.0,186.0,0.0,0,70.5,20.0,42.0,156.5,0,0,73.0,27.0,0.0,103.0,0,0,75.0,22.0,41.0,196.0,0
GRANT,0,3,14,13,47,0,1,8,6,17,90,0,0,20,10,23,84,0,0,12,5,8,61,0,0,2,0,7,29,0,0,3,2,8,33,0,0,4,3,8,46,0,1,15,5,12,69,0,0,21,7,3,82,0,0,9,10,8,35,0,0,3,1,6,13,0,0,5,0,1,20,0,1,3,1,6,16,0,0,2,1,3,10,0,0,1,3,3,12,0,0,2,1,0,12,0,0,2,3,3,16,0,0,3,1,3,19,1,0,4,1,3,43,0,1,3,1,8,25,0,0,1,0,1,10,0,0,2,0,0,22,0,0,4,2,6,12,0,0,2,3,5,30,0,0,6,6,6,19,0,0,1,2,5,13,0,0,0,0,2,16,0,0,0,4,2,24,0,0,1,4,2,5,0,0,1,0,0,10,0,0,63.0,17.5,40.0,160.0,0.0,80,71.0,16.0,40.0,203.5,0.0,0,69.0,17.0,49.0,173.0,0.0,0,64.0,19.0,39.0,243.0,0.0,0,70.5,0.0,41.0,256.0,0.0,0,65.0,19.5,46.5,194.0,0.0,0,68.0,23.0,47.5,238.5,0.0,80,63.0,17.0,41.5,162.0,0.0,0,67.0,24.0,43.0,179.0,0.0,0,65.0,12.0,45.5,155.0,0.0,0,67.0,7.0,38.0,166.0,0,0,73.0,0.0,41.0,153.5,0,80,62.0,27.0,46.5,195.5,0.0,0,69.0,21.0,33.0,250.5,0,0,76.0,23.0,44.0,233.5,0,0,71.0,28.0,0.0,240.5,0,0,65.5,19.0,45.0,203.5,0,0,72.0,17.0,43.0,195.0,5.0,0,68.5,11.0,52.0,200.0,0,80,62.0,19.0,46.0,152.0,0,0,69.0,0.0,47.0,207.0,0.0,0,68.5,0.0,0.0,161.5,0.0,0,63.5,16.5,35.0,231.0,0,0,75.0,9.0,37.0,143.5,0,0,64.0,20.5,47.0,210.0,0,0,58.0,26.5,34.0,169.0,0,0,0.0,0.0,32.5,144.0,0.0,0,0.0,18.5,41.0,187.5,0,0,74.0,23.0,41.5,321.0,0,0,74.0,0.0,0.0,147.5,0
GRAVES,0,2,1,1,23,0,0,6,0,9,57,0,0,3,3,8,54,0,1,3,1,4,32,0,0,2,1,4,7,0,0,3,1,0,10,0,1,0,3,2,9,0,0,3,0,0,16,0,0,4,7,5,21,0,0,2,3,3,12,0,0,1,1,2,10,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3,0,0,3,6,3,15,0,0,1,1,3,2,0,0,0,0,1,4,0,0,3,0,1,7,0,0,1,0,0,12,0,0,2,1,4,20,0,0,7,1,5,27,0,0,6,0,5,32,0,1,4,0,9,19,0,0,3,3,2,21,0,0,1,0,0,28,0,1,1,3,4,11,0,0,1,0,3,10,0,0,0,0,3,4,0,1,1,3,1,13,0,0,61.5,27.0,46.0,178.0,0.0,0,71.5,0.0,45.0,177.0,0.0,0,66.0,23.0,50.5,162.0,0.0,80,66.0,22.0,43.5,176.0,0.0,0,74.0,13.0,55.0,165.0,0.0,0,73.0,14.0,0.0,141.0,0.0,80,0.0,26.0,39.0,138.0,0.0,0,70.0,0.0,0.0,156.5,0.0,0,75.0,16.0,45.0,166.0,0.0,0,64.0,22.0,41.0,171.0,0.0,0,63.0,24.0,50.0,103.0,0,0,0.0,0.0,0.0,165.0,0,0,0.0,0.0,0.0,131.0,0.0,0,0.0,0.0,0.0,222.0,0,0,64.0,0.0,0.0,146.0,0,0,68.0,20.5,46.0,166.0,0,0,60.0,9.0,48.0,215.0,0,0,0.0,0.0,49.0,230.5,0.0,0,77.0,0.0,56.0,104.0,0,0,76.0,0.0,0.0,151.0,0,0,59.0,20.0,47.5,114.5,0.0,0,67.0,17.0,48.0,160.0,0.0,0,70.0,0.0,34.0,142.5,0,80,63.5,0.0,42.0,158.0,0,0,70.0,25.0,35.0,152.0,0,0,62.0,0.0,0.0,190.0,0,80,78.0,23.0,36.5,101.0,0.0,0,66.0,0.0,35.0,183.5,0,0,0.0,0.0,43.0,185.5,0,80,71.0,19.0,57.0,289.0,0
GRAYSON,0,6,5,6,34,2,0,6,7,14,67,2,0,14,10,21,46,1,0,5,3,10,40,1,0,13,8,14,53,0,1,9,6,16,59,0,2,10,9,17,59,0,1,20,23,23,64,2,0,13,9,8,34,0,1,19,11,15,52,1,0,5,3,6,24,0,0,8,6,5,17,0,1,8,6,6,20,1,0,6,2,8,30,0,0,5,2,4,23,0,0,13,2,11,22,0,0,8,3,17,15,0,0,5,3,8,9,0,0,3,1,4,9,0,0,4,1,7,7,1,0,7,4,8,10,0,0,4,5,3,12,0,0,3,4,7,24,1,0,1,8,6,15,1,0,6,12,14,13,3,0,1,3,4,1,0,0,5,1,6,13,0,0,3,4,5,6,0,1,3,2,13,6,1,0,0,0,0,0,0,0,63.5,20.0,34.0,178.5,5.0,0,68.5,10.0,39.5,158.0,3.0,0,71.5,21.5,44.0,172.5,4.0,0,65.0,23.0,45.5,185.5,5.0,0,71.0,17.0,44.0,158.0,0.0,80,63.0,25.0,44.0,162.0,0.0,80,70.0,18.0,42.0,171.0,0.0,80,65.5,21.0,41.0,185.5,6.0,0,62.0,17.0,44.5,127.5,0.0,80,71.0,14.0,39.0,149.5,6.0,0,67.0,14.0,38.5,176.0,0,0,69.0,19.5,42.0,104.0,0,80,68.0,14.5,55.5,164.0,2.0,0,69.0,14.5,43.0,126.5,0,0,64.0,16.0,55.0,122.0,0,0,72.0,24.0,41.0,104.5,0,0,63.5,17.0,43.0,138.0,0,0,65.0,10.0,49.5,139.0,0.0,0,61.0,11.0,43.5,119.0,0,0,67.0,8.0,53.0,128.0,3,0,68.0,18.5,46.5,167.0,0.0,0,75.0,16.0,41.0,201.0,0.0,0,69.0,20.0,39.0,131.0,5,0,62.0,21.0,38.5,108.0,6,0,70.0,16.5,42.0,134.0,5,0,58.0,19.0,33.0,181.0,0,0,62.0,13.0,48.5,116.0,0.0,0,60.0,19.5,43.0,104.5,0,80,72.0,19.0,47.0,102.0,6,0,0.0,0.0,0.0,0.0,0
