COUNTY,P_count_1990_,P_count_1990_H,P_count_1990_L,P_count_1990_M,P_count_1990_VL,P_count_1991_,P_count_1991_H,P_count_1991_L,P_count_1991_M,P_count_1991_VL,P_count_1992_,P_count_1992_H,P_count_1992_L,P_count_1992_M,P_count_1992_VL,P_count_1993_,P_count_1993_H,P_count_1993_L,P_count_1993_M,P_count_1993_VL,P_count_1994_,P_count_1994_H,P_count_1994_L,P_count_1994_M,P_count_1994_VL,P_count_1995_,P_count_1995_H,P_count_1995_L,P_count_1995_M,P_count_1995_VL,P_count_1996_,P_count_1996_H,P_count_1996_L,P_count_1996_M,P_count_1996_VL,P_count_1997_,P_count_1997_H,P_count_1997_L,P_count_1997_M,P_count_1997_VL,P_count_1998_,P_count_1998_H,P_count_1998_L,P_count_1998_M,P_count_1998_VL,P_count_1999_,P_count_1999_H,P_count_1999_L,P_count_1999_M,P_count_1999_VL,P_count_2000_,P_count_2000_H,P_count_2000_L,P_count_2000_M,P_count_2000_VL,P_count_2001_,P_count_2001_H,P_count_2001_L,P_count_2001_M,P_count_2001_VL,P_count_2002_,P_count_2002_H,P_count_2002_L,P_count_2002_M,P_count_2002_VL,P_count_2003_,P_count_2003_H,P_count_2003_L,P_count_2003_M,P_count_2003_VL,P_count_2004_,P_count_2004_H,P_count_2004_L,P_count_2004_M,P_count_2004_VL,P_count_2005_,P_count_2005_H,P_count_2005_L,P_count_2005_M,P_count_2005_VL,P_count_2006_,P_count_2006_H,P_count_2006_L,P_count_2006_M,P_count_2006_VL,P_count_2007_,P_count_2007_H,P_count_2007_L,P_count_2007_M,P_count_2007_VL,P_count_2008_,P_count_2008_H,P_count_2008_L,P_count_2008_M,P_count_2008_VL,P_count_2009_,P_count_2009_H,P_count_2009_L,P_count_2009_M,P_count_2009_VL,P_count_2010_,P_count_2010_H,P_count_2010_L,P_count_2010_M,P_count_2010_VL,P_count_2011_,P_count_2011_H,P_count_2011_L,P_count_2011_M,P_count_2011_VL,P_count_2012_,P_count_2012_H,P_count_2012_L,P_count_2012_M,P_count_2012_VL,P_count_2013_,P_count_2013_H,P_count_2013_L,P_count_2013_M,P_count_2013_VL,P_count_2014_,P_count_2014_H,P_count_2014_L,P_count_2014_M,P_count_2014_VL,P_count_2015_,P_count_2015_H,P_count_2015_L,P_count_2015_M,P_count_2015_VL,P_count_2016_,P_count_2016_H,P_count_2016_L,P_count_2016_M,P_count_2016_VL,P_count_2017_,P_count_2017_H,P_count_2017_L,P_count_2017_M,P_count_2017_VL,P_count_2018_,P_count_2018_H,P_count_2018_L,P_count_2018_M,P_count_2018_VL,P_count_2019_,P_count_2019_H,P_count_2019_L,P_count_2019_M,P_count_2019_VL,P_1990_,P_1990_H,P_1990_L,P_1990_M,P_1990_VL,P_1991_,P_1991_H,P_1991_L,P_1991_M,P_1991_VL,P_1992_,P_1992_H,P_1992_L,P_1992_M,P_1992_VL,P_1993_,P_1993_H,P_1993_L,P_1993_M,P_1993_VL,P_1994_,P_1994_H,P_1994_L,P_1994_M,P_1994_VL,P_1995_,P_1995_H,P_1995_L,P_1995_M,P_1995_VL,P_1996_,P_1996_H,P_1996_L,P_1996_M,P_1996_VL,P_1997_,P_1997_H,P_1997_L,P_1997_M,P_1997_VL,P_1998_,P_1998_H,P_1998_L,P_1998_M,P_1998_VL,P_1999_,P_1999_H,P_1999_L,P_1999_M,P_1999_VL,P_2000_,P_2000_H,P_2000_L,P_2000_M,P_2000_VL,P_2001_,P_2001_H,P_2001_L,P_2001_M,P_2001_VL,P_2002_,P_2002_H,P_2002_L,P_2002_M,P_2002_VL,P_2003_,P_2003_H,P_2003_L,P_2003_M,P_2003_VL,P_2004_,P_2004_H,P_2004_L,P_2004_M,P_2004_VL,P_2005_,P_2005_H,P_2005_L,P_2005_M,P_2005_VL,P_2006_,P_2006_H,P_2006_L,P_2006_M,P_2006_VL,P_2007_,P_2007_H,P_2007_L,P_2007_M,P_2007_VL,P_2008_,P_2008_H,P_2008_L,P_2008_M,P_2008_VL,P_2009_,P_2009_H,P_2009_L,P_2009_M,P_2009_VL,P_2010_,P_2010_H,P_2010_L,P_2010_M,P_2010_VL,P_2011_,P_2011_H,P_2011_L,P_2011_M,P_2011_VL,P_2012_,P_2012_H,P_2012_L,P_2012_M,P_2012_VL,P_2013_,P_2013_H,P_2013_L,P_2013_M,P_2013_VL,P_2014_,P_2014_H,P_2014_L,P_2014_M,P_2014_VL,P_2015_,P_2015_H,P_2015_L,P_2015_M,P_2015_VL,P_2016_,P_2016_H,P_2016_L,P_2016_M,P_2016_VL,P_2017_,P_2017_H,P_2017_L,P_2017_M,P_2017_VL,P_2018_,P_2018_H,P_2018_L,P_2018_M,P_2018_VL,P_2019_,P_2019_H,P_2019_L,P_2019_M,P_2019_VL,K_count_1990_H,K_count_1990_L,K_count_1990_M,K_count_1990_VL,K_count_1991_H,K_count_1991_L,K_count_1991_M,K_count_1991_VL,K_count_1992_H,K_count_1992_L,K_count_1992_M,K_count_1992_VL,K_count_1993_H,K_count_1993_L,K_count_1993_M,K_count_1993_VL,K_count_1994_H,K_count_1994_L,K_count_1994_M,K_count_1994_VL,K_count_1995_H,K_count_1995_L,K_count_1995_M,K_count_1995_VL,K_count_1996_H,K_count_1996_L,K_count_1996_M,K_count_1996_VL,K_count_1997_H,K_count_1997_L,K_count_1997_M,K_count_1997_VL,K_count_1998_H,K_count_1998_L,K_count_1998_M,K_count_1998_VL,K_count_1999_H,K_count_1999_L,K_count_1999_M,K_count_1999_VL,K_count_2000_H,K_count_2000_L,K_count_2000_M,K_count_2000_VL,K_count_2001_H,K_count_2001_L,K_count_2001_M,K_count_2001_VL,K_count_2002_H,K_count_2002_L,K_count_2002_M,K_count_2002_VL,K_count_2003_H,K_count_2003_L,K_count_2003_M,K_count_2003_VL,K_count_2004_H,K_count_2004_L,K_count_2004_M,K_count_2004_VL,K_count_2005_H,K_count_2005_L,K_count_2005_M,K_count_2005_VL,K_count_2006_H,K_count_2006_L,K_count_2006_M,K_count_2006_VL,K_count_2007_H,K_count_2007_L,K_count_2007_M,K_count_2007_VL,K_count_2008_H,K_count_2008_L,K_count_2008_M,K_count_2008_VL,K_count_2009_H,K_count_2009_L,K_count_2009_M,K_count_2009_VL,K_count_2010_H,K_count_2010_L,K_count_2010_M,K_count_2010_VL,K_count_2011_H,K_count_2011_L,K_count_2011_M,K_count_2011_VL,K_count_2012_H,K_count_2012_L,K_count_2012_M,K_count_2012_VL,K_count_2013_H,K_count_2013_L,K_count_2013_M,K_count_2013_VL,K_count_2014_H,K_count_2014_L,K_count_2014_M,K_count_2014_VL,K_count_2015_H,K_count_2015_L,K_count_2015_M,K_count_2015_VL,K_count_2016_H,K_count_2016_L,K_count_2016_M,K_count_2016_VL,K_count_2017_H,K_count_2017_L,K_count_2017_M,K_count_2017_VL,K_count_2018_H,K_count_2018_L,K_count_2018_M,K_count_2018_VL,K_count_2019_H,K_count_2019_L,K_count_2019_M,K_count_2019_VL,K_1990_H,K_1990_L,K_1990_M,K_1990_VL,K_1991_H,K_1991_L,K_1991_M,K_1991_VL,K_1992_H,K_1992_L,K_1992_M,K_1992_VL,K_1993_H,K_1993_L,K_1993_M,K_1993_VL,K_1994_H,K_1994_L,K_1994_M,K_1994_VL,K_1995_H,K_1995_L,K_1995_M,K_1995_VL,K_1996_H,K_1996_L,K_1996_M,K_1996_VL,K_1997_H,K_1997_L,K_1997_M,K_1997_VL,K_1998_H,K_1998_L,K_1998_M,K_1998_VL,K_1999_H,K_1999_L,K_1999_M,K_1999_VL,K_2000_H,K_2000_L,K_2000_M,K_2000_VL,K_2001_H,K_2001_L,K_2001_M,K_2001_VL,K_2002_H,K_2002_L,K_2002_M,K_2002_VL,K_2003_H,K_2003_L,K_2003_M,K_2003_VL,K_2004_H,K_2004_L,K_2004_M,K_2004_VL,K_2005_H,K_2005_L,K_2005_M,K_2005_VL,K_2006_H,K_2006_L,K_2006_M,K_2006_VL,K_2007_H,K_2007_L,K_2007_M,K_2007_VL,K_2008_H,K_2008_L,K_2008_M,K_2008_VL,K_2009_H,K_2009_L,K_2009_M,K_2009_VL,K_2010_H,K_2010_L,K_2010_M,K_2010_VL,K_2011_H,K_2011_L,K_2011_M,K_2011_VL,K_2012_H,K_2012_L,K_2012_M,K_2012_VL,K_2013_H,K_2013_L,K_2013_M,K_2013_VL,K_2014_H,K_2014_L,K_2014_M,K_2014_VL,K_2015_H,K_2015_L,K_2015_M,K_2015_VL,K_2016_H,K_2016_L,K_2016_M,K_2016_VL,K_2017_H,K_2017_L,K_2017_M,K_2017_VL,K_2018_H,K_2018_L,K_2018_M,K_2018_VL,K_2019_H,K_2019_L,K_2019_M,K_2019_VL,0
ADAIR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,26,0,0,0,0,0,58,0,0,94,0,0,0,0,0,14,34,0,0,93,0,46,0,0,101,0,0,0,0,146,29,0,0,0,366,14,0,0,0,180,0,43,0,0,0,0,36,0,0,230,0,0,0,0,95,0,51,0,0,0,0,41,0,0,196,0,49.5,0,0,214,21,57.5,0,0,0,0,0,0,0,0,0,0,0,0,106.5,15,0,0,0,0,0,0,0,0,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,41,0,0,152,0,0,0,0,205.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,3,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,2,0,2,6,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,153,0,0,0,178,0,0,0,129,0,0,0,0,214,0,0,0,250,47,440.5,155,247,0,424,0,0,0,522,0,0,83,1305,0,206,0,405,0,263,0,0,152,0,0,665,167,0,0,0,100,220,0,406,0,0,0,0,127,224.5,0,891.5,181.5,288,0,0,0,0,0,0,0,0,0,0,200,237,79,0,0,0,0,310,0,227,0,0,0,0,0,0,0,0,0,323,142,0,0,0,0,0,97,0,138,265,0,0
ALLEN,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,4,5,0,2,0,0,0,1,0,0,2,2,2,0,0,5,4,0,0,0,10,3,0,1,0,8,2,2,0,0,11,0,4,0,0,2,0,3,0,0,6,1,3,0,0,9,0,1,0,0,6,1,4,0,0,2,1,1,0,0,18,0,2,0,0,6,0,0,0,0,2,1,3,0,0,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,2,0,0,201,0,40,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,43,0,0,87.5,0,0,0,0,105,0,0,0,0,173.5,22,0,5.5,0,0,0,31,0,0,138.5,27.5,38,0,0,85,20,0,0,0,147,24,0,8,0,89,24,45.5,0,0,123,0,49,0,0,268,0,46,0,0,82.5,27,49,0,0,90,0,37,0,0,130,22,47,0,0,139.5,29,57,0,0,120,0,47,0,0,108.5,0,0,0,0,104,18,55,0,0,126,28,47,0,0,205,0,0,0,0,158.5,21,0,0,0,64,0,48.5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,2,5,1,3,0,0,1,0,1,5,0,0,1,5,3,0,3,6,4,1,7,3,2,0,2,8,3,2,1,2,2,0,3,4,3,0,4,3,3,0,2,5,3,1,2,1,1,0,4,7,6,3,2,1,3,0,1,1,2,2,0,1,0,2,0,1,0,0,2,1,0,0,0,1,2,0,501,0,289,0,0,132,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.5,0,304,196,0,0,389,0,0,0,312,176,278,91,0,0,214,0,343,188,0,0,591,177,250,0,558,178,232,94,437,190,287,0,393.5,142.5,275,74.5,370,155,274,0,344,157.5,250,0,383.5,124,254,0,304.5,175,223,41,354.5,189,213,0,429.5,168,241.5,94,339.5,185,275,0,301,170,268,78.5,0,113,0,84,0,141,0,0,517,189,0,0,0,204,260.5,0,0
ANDERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,1,0,0,3,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,26,51,0,0,0,17,0,0,0,77,0,0,0,0,173,0,0,0,0,122,0,0,0,0,115.5,0,59,0,0,145,19,0,0,0,118,0,48,0,0,130,21,0,0,0,0,25,0,0,0,0,0,32,0,0,0,0,0,0,0,254,0,41,0,0,87,0,46,6,0,158,0,0,0,0,114,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,4,1,0,4,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,2,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,302,0,0,0,0,149,0,0,0,0,235,0,0,0,270,0,0,0,228,84,0,184.5,0,0,0,161,267,0,0,183,217,0,0,0,288,0,0,0,242,0,0,0,0,0,514,180,260,0,356,160.5,0,0,0,156,0,0,567.5,183,258,0,0
BALLARD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12,2,5,0,0,3,0,1,0,0,5,0,3,0,0,12,2,3,0,0,4,3,5,0,0,3,0,0,0,0,3,1,3,0,0,0,1,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,78,30,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,121,0,46,0,0,162,26.5,38,0,0,169,0,52,0,0,79,0,48,0,0,94,23.5,42,0,0,85,18,46,0,0,97,0,0,0,0,123,21,38,0,0,0,17,60,0,0,188,18.5,43.5,0,0,293,0,0,0,0,0,0,34,0,0,0,0,47,0,0,73,0,0,0,0,0,0,44,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,8,3,3,4,0,0,0,1,4,3,0,5,9,3,0,3,5,4,0,1,0,2,0,1,3,1,2,0,2,0,0,1,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,151,0,0,428,120,0,0,463,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,327,0,221,0,475,145,217,89,432,0,0,0,436,179.5,220,0,326,166,272,0,413,170,242.5,0,610,0,226,0,451,150,299,78,0,185.5,0,0,623,162,0,99,690,0,0,0,0,0,230,0,0,190,0,0,0,116,0,0,0,158,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARREN,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,10,1,1,0,0,1,0,1,0,0,4,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,2,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,4,0,6,0,0,3,3,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,0,0,0,1,0,0,0,161,0,0,0,0,152.5,0,0,0,0,201,0,0,0,0,160.5,28,35,0,0,199,0,37,0,0,86,0,34,0,0,93,30,43,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,75,0,55,0,0,89,0,0,4,0,0,11,0,0,0,84.5,0,0,0,0,72,0,34,0,0,0,0,0,0,0,195,16,53.5,0,0,0,16,49,0,10,129,0,37,8,0,1150,0,46,0,0,105,24,50,0,0,0,24,37.5,0,0,0,16,56,0,0,0,0,0,0,0,83.5,0,47.5,0,0,77,16,55.5,0,0,0,0,0,0,0,104,25,55,0,0,81,0,45.5,0,0,0,12,0,0,3,0,0,0,2,0,0,0,3,0,0,0,10,1,1,0,1,0,1,0,1,4,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,5,5,0,1,0,0,2,0,0,0,4,0,1,0,1,0,2,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,3,5,2,0,1,3,3,1,0,0,0,0,1,2,0,0,0,2,3,0,0,0,0,1,338,0,0,0,501,0,0,0,501,0,0,0,433,153,253,0,316,0,261,0,423,169.5,0,0,410,0,288,0,0,0,0,0,302,0,0,0,0,0,0,0,344,158.5,266,0,455,122,0,0,0,0,0,78,0,156.5,0,0,353,0,232,0,0,0,0,0,696,176,0,92,0,0,239,0,0,0,251,0,743,0,213,0,413.5,142,222,0,0,167,0,0,336,0,0,72,0,0,0,0,449,177,243,0,515,149,215,91,0,0,0,0,668,182,0,0,0,149,246,0,0,0,0,92,0
BATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,354,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,20,56,0,0,0,0,0,0,0,85,0,0,0,0,0,26,34,0,0,105,0,42,0,10,219,18.5,32,0,0,122,0,0,0,0,196,0,0,0,0,77,0,0,0,0,80,0,59,0,0,72,0,0,0,10,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,3,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,359,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,184,230,0,0,0,0,0,0,0,249,0,0,129.5,0,0,339,0,208,0,443,0,278.5,0,0,0,0,61,319,0,0,0,0,0,227,0,0,162,252,0,0,182,0,0,353,0,0,0,0,0,0,0,659,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOONE,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,6,3,0,0,3,1,2,0,0,3,3,3,0,0,1,0,7,0,0,6,0,4,0,0,0,0,1,0,0,4,2,9,1,0,7,4,1,0,0,5,0,1,0,0,1,0,1,0,0,4,0,1,0,0,1,4,2,0,0,0,1,2,0,0,2,5,3,0,0,13,11,12,0,0,0,0,0,0,0,96,0,0,0,0,147,0,52,0,0,0,0,0,0,0,89,0,0,0,10,0,17.5,0,0,0,61,28,43,0,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,0,87.5,13,0,0,0,77,24.5,36,0,0,148,0,0,0,0,0,0,0,0,0,0,24,58,0,0,132,21.5,45,0,0,69,19,46.5,0,0,97,27,48,0,0,98,0,45,0,0,122.5,0,51,0,0,0,0,44,0,0,97.5,26,34,7,0,152,24.5,33,0,0,122,0,50,0,0,368,0,49,0,0,103.5,0,57,0,0,338,20.5,45,0,0,0,25,44,0,0,153,26,37,0,0,157,22,43,0,0,0,0,0,0,3,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,3,0,1,0,1,0,0,0,0,0,0,2,0,0,4,7,4,1,3,1,2,0,3,5,1,0,2,3,3,0,6,0,4,0,0,0,1,0,5,5,6,0,3,6,2,1,1,3,2,0,1,0,1,0,0,4,1,0,1,3,2,1,0,2,1,0,2,6,2,0,12,9,13,2,0,0,0,0,334,0,248,0,403,0,0,0,0,0,0,0,0,175,0,0,0,152.5,0,78,302,148,0,85,0,135,293,0,0,0,0,0,0,0,0,0,339.5,148,0,0,339.5,174,230,0,314,0,235,0,0,0,0,0,0,111,0,0,400,119,237,93,513,199,289.5,0,385,185,241,0,412.5,194,242,0,316,0,259,0,0,0,256,0,321,146,274.5,0,313,126.5,256.5,98,345,186,263.5,0,348,0,222,0,0,143.5,216,0,395,129,247,87,0,160.5,206,0,508,169.5,274.5,0,520,181,233,90,0,0,0,0,0
