COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL
CLARK,1,20,14,8,4,0,5,5,7,2,1,35,27,15,3,1,34,17,13,9,1,47,24,18,5,0,28,9,16,1,0,25,7,8,1,0,27,6,15,1,0,13,4,7,0,0,12,5,6,1,0,17,10,13,1,0,31,15,17,0,0,6,7,5,0,0,16,2,0,1,0,9,3,3,1,0,7,3,0,0,0,14,12,11,0,0,13,4,2,0,0,26,4,7,1,0,14,4,6,0,0,10,2,5,0,0,12,1,3,0,0,9,3,2,0,2,25,6,4,1,0,23,14,24,1,1,21,7,8,1,0,16,6,8,0,3,30,10,16,3,1,46,15,18,0,0,37,24,19,1,10,113.5,20.5,46.5,7.5,0,77.0,24.0,38.0,8.0,10,255.0,19.0,45.0,6.0,10,244.0,20.0,49.0,7.0,10,154.0,20.0,43.0,4.0,0,192.5,25.0,43.0,8.0,0,353.0,24.0,44.0,9.0,0,110.0,17.0,41.0,1.0,0,171.0,23.5,49.0,0.0,0,119.5,16.0,40.0,7.0,0,271.0,23.0,46.0,7.0,0,155.0,25.0,44.0,0.0,0,186.0,22.0,44.0,0.0,0,273.5,20.5,0.0,3.0,0,146.0,20.0,54.0,8.0,0,79.0,22.0,0.0,0.0,0,175.0,21.0,37.0,0.0,0,540.0,21.0,39.0,0.0,0,387.5,18.0,38.0,2.0,0,143.5,19.5,47.5,0.0,0,143.5,22.0,43.0,0.0,0,229.0,22.0,37.0,0.0,0,191.0,24.0,41.5,0.0,10,340.0,20.0,34.0,6.0,0,101.0,20.0,48.0,8.0,10,161.0,21.0,41.0,9.0,0,250.0,18.0,38.5,0.0,10,142.5,25.0,52.5,8.0,10,143.5,21.0,36.0,0.0,0,130.0,21.0,42.0,7.0
CLAY,0,7,2,6,1,0,1,2,4,0,0,7,2,3,0,0,6,3,3,1,0,1,2,2,0,0,1,0,0,0,0,4,3,0,0,0,5,0,4,0,0,1,0,0,0,1,3,2,1,1,0,2,0,0,0,0,1,0,0,1,0,3,5,3,1,0,4,2,3,0,0,1,1,0,0,0,0,1,2,2,3,24,24,15,7,0,2,5,3,0,1,4,4,1,1,0,3,3,7,1,0,8,4,1,0,0,1,1,1,0,0,2,7,1,6,0,2,2,0,0,1,2,4,2,0,0,13,2,8,0,0,2,2,4,0,1,1,0,1,2,0,0,7,1,0,0,6,4,3,0,0,73.0,18.0,47.0,9.0,0,81.0,27.0,48.0,0.0,0,148.0,14.0,46.0,0.0,0,113.0,18.0,48.0,7.0,0,63.0,15.5,52.0,0.0,0,61.0,0.0,0.0,0.0,0,95.0,19.0,0.0,0.0,0,219.0,0.0,51.5,0.0,0,81.0,0.0,0.0,0.0,10,87.0,16.0,45.0,6.0,0,107.0,0.0,0.0,0.0,0,213.0,0.0,0.0,2.0,0,73.0,21.0,37.0,1.0,0,101.0,19.0,40.0,0.0,0,128.0,19.0,0.0,0.0,0,0.0,28.0,47.0,9.0,10,153.0,18.5,41.0,5.0,0,256.5,17.0,40.0,0.0,10,97.0,18.5,43.0,7.0,0,81.0,23.0,48.0,9.0,0,121.5,23.0,35.0,0.0,0,105.0,17.0,44.0,0.0,0,129.0,13.0,39.0,2.5,0,94.5,24.0,0.0,0.0,10,369.0,17.0,38.0,0.0,0,134.0,25.0,39.5,0.0,0,168.5,12.5,46.0,0.0,10,194.0,0.0,31.0,8.0,0,0.0,15.0,54.0,0.0,0,107.5,19.0,33.0,0.0
CLINTON,1,4,2,0,0,0,5,3,4,3,0,2,4,1,0,0,4,10,2,14,1,2,1,0,2,0,11,1,1,0,0,1,2,0,0,0,1,2,2,0,0,1,0,1,3,0,12,11,21,2,0,5,1,6,1,0,58,7,8,1,0,35,11,26,1,1,27,12,19,6,2,29,6,17,3,0,40,16,19,0,0,58,22,24,6,0,77,15,22,2,0,100,13,19,6,1,51,20,15,3,0,60,12,16,3,2,22,9,5,1,0,79,8,3,0,0,77,17,9,1,1,24,10,7,3,1,46,23,26,0,0,36,6,13,2,1,59,10,25,1,0,40,5,12,0,0,63,18,20,7,10,76.5,14.0,0.0,0.0,0,87.0,18.0,44.0,5.0,0,116.5,14.5,49.0,0.0,0,157.5,17.0,47.5,6.0,10,148.0,14.0,0.0,6.0,0,148.0,21.0,40.0,0.0,0,385.0,17.5,0.0,0.0,0,213.0,23.0,41.5,0.0,0,256.0,0.0,56.0,3.0,0,84.5,21.0,48.0,2.5,0,155.0,11.0,50.0,7.0,0,167.0,27.0,51.5,4.0,0,122.0,24.0,42.5,8.0,10,94.0,21.0,45.0,5.5,10,112.0,20.0,50.0,9.0,0,117.5,17.0,45.0,0.0,0,136.5,19.0,42.0,4.0,0,150.0,19.0,43.5,5.5,0,128.0,21.0,49.0,5.5,10,191.0,21.5,52.0,8.0,0,339.5,20.0,46.0,6.0,10,176.0,17.0,46.0,8.0,0,380.0,23.0,51.0,0.0,0,241.0,19.0,42.0,7.0,10,137.0,20.5,45.0,3.0,10,103.0,23.0,42.0,0.0,0,125.5,18.5,45.0,6.5,10,124.0,19.5,44.0,9.0,0,107.5,16.0,45.5,0.0,0,124.0,22.0,41.0,4.0
CRITTENDEN,0,0,11,0,5,2,1,17,5,7,1,6,14,9,10,2,0,6,1,1,3,6,51,13,14,1,0,13,10,4,3,1,17,9,4,6,1,31,7,20,2,6,26,5,20,2,3,17,3,15,1,4,19,8,11,1,1,21,10,2,0,8,12,2,2,0,7,22,17,3,1,3,20,2,2,2,10,23,25,9,2,2,13,3,9,1,6,13,5,4,4,13,15,5,11,0,1,9,0,8,0,1,13,3,5,0,1,17,12,4,0,6,13,21,8,3,11,21,3,10,0,5,25,5,1,3,1,25,8,2,0,0,5,5,3,3,2,28,3,7,0,2,12,6,8,3,0,20,0,3,0,0.0,17.0,0.0,6.0,10,69.0,17.0,35.0,7.0,10,73.5,20.0,44.0,7.0,10,0.0,20.0,31.0,6.0,10,109.0,19.0,33.0,7.5,10,0.0,18.0,35.5,8.0,10,114.0,18.0,50.0,9.0,10,92.0,16.0,34.0,5.0,10,74.5,18.0,46.0,6.0,10,129.0,15.0,33.0,6.0,10,89.0,18.0,35.0,5.0,10,88.0,20.0,37.5,5.0,0,111.5,22.5,50.5,5.5,0,104.0,22.5,41.0,6.0,10,108.0,17.5,40.5,6.5,10,72.5,20.0,44.0,7.0,10,120.0,19.0,38.0,7.0,10,89.5,13.0,40.0,5.5,10,72.0,18.0,37.0,7.0,0,492.0,22.0,0.0,7.0,0,307.0,16.0,48.0,7.0,0,112.0,21.0,36.5,8.5,0,65.5,17.0,42.0,6.5,10,481.0,20.0,33.0,7.0,0,109.0,17.0,33.0,5.0,10,78.0,17.0,35.0,9.0,0,0.0,18.0,58.0,8.0,10,82.0,18.0,36.0,7.0,0,109.5,20.5,41.0,7.0,10,0.0,19.0,0.0,9.0
CUMBERLAND,2,30,13,16,3,0,4,3,2,3,0,7,5,7,0,1,0,0,0,0,1,8,6,6,0,0,2,1,2,0,0,8,6,1,0,0,2,0,0,0,0,2,7,2,3,0,3,0,0,0,0,3,4,4,0,1,15,12,8,2,1,10,3,10,1,0,15,3,3,0,0,14,4,4,0,0,6,5,4,0,1,40,11,26,1,0,17,10,14,1,0,94,18,33,1,1,34,14,12,1,0,32,16,16,0,1,12,6,5,2,2,32,24,17,3,0,16,15,11,2,0,16,12,8,1,1,35,11,18,1,0,20,16,8,1,0,31,19,23,2,1,18,9,13,0,0,27,15,15,4,10,159.0,20.0,46.5,7.0,0,203.5,27.0,53.5,7.0,0,178.0,21.0,38.0,0.0,10,0.0,0.0,0.0,0.0,10,129.0,17.0,34.0,0.0,0,268.0,25.0,36.0,0.0,0,122.0,14.5,34.0,0.0,0,114.0,0.0,0.0,0.0,0,96.0,19.0,40.0,5.0,0,94.0,0.0,0.0,0.0,0,71.0,21.5,48.0,0.0,10,126.0,24.0,47.5,5.5,10,156.0,26.0,43.5,2.0,0,96.0,27.0,38.0,0.0,0,108.0,12.0,40.5,0.0,0,160.5,21.0,48.5,0.0,10,114.0,22.0,44.5,7.0,0,110.0,23.5,49.0,8.0,0,113.5,24.0,45.0,4.0,10,110.5,20.5,43.5,9.0,0,115.0,22.0,44.5,0.0,10,151.0,22.5,50.0,8.0,10,177.0,17.5,40.0,7.0,0,187.0,18.0,45.0,6.5,0,162.0,19.0,34.5,6.0,10,135.0,21.0,46.5,5.0,0,131.5,21.0,37.0,3.0,0,112.0,22.0,40.0,6.5,10,93.0,25.0,40.0,0.0,0,94.0,24.0,35.0,8.0
DAVIESS,0,16,15,11,0,1,12,13,13,11,0,10,17,6,8,1,17,25,17,2,1,23,25,12,6,0,2,17,6,1,0,12,16,9,3,2,12,19,19,4,1,5,3,2,4,0,5,4,7,1,0,14,1,10,2,0,20,11,14,4,1,14,16,10,6,0,12,3,5,2,0,7,3,3,1,0,5,7,9,0,0,2,5,2,4,0,4,3,2,1,0,8,7,6,2,0,6,6,3,0,1,11,12,9,1,1,6,7,8,2,2,0,2,2,3,0,8,22,7,1,0,4,5,7,1,1,2,2,5,1,2,4,8,5,0,0,7,7,9,2,0,5,12,9,0,0,7,6,8,2,0,126.5,17.0,46.0,0.0,10,78.5,18.0,41.0,5.0,0,79.5,21.0,39.5,8.0,10,88.0,19.0,43.0,5.5,10,144.0,21.0,42.0,7.0,0,142.0,22.0,42.0,4.0,0,119.5,21.0,37.0,5.0,10,98.5,19.0,39.0,8.0,10,77.0,20.0,51.0,5.5,0,163.0,17.5,35.0,3.0,0,95.5,16.0,47.0,7.5,0,86.0,21.0,42.0,6.5,10,83.0,18.0,39.5,4.0,0,106.0,25.0,54.0,7.5,0,79.0,24.0,40.0,9.0,0,86.0,20.0,34.0,0.0,0,146.0,23.0,47.5,6.5,0,150.5,23.0,43.5,8.0,0,92.5,19.0,42.0,8.0,0,182.5,17.5,45.0,0.0,10,90.0,14.5,41.0,6.0,10,112.5,26.0,43.5,7.0,10,0.0,20.0,43.0,9.0,0,130.5,20.5,44.0,5.0,0,90.5,29.0,43.0,8.0,10,197.5,14.5,41.0,7.0,10,190.5,20.5,42.0,0.0,0,88.0,20.0,38.0,8.5,0,83.0,19.0,40.0,0.0,0,78.0,21.0,40.5,7.0
EDMONSON,0,0,3,1,4,0,8,14,3,13,2,6,16,4,4,0,4,5,8,4,2,3,9,7,1,0,3,7,2,2,0,2,7,0,1,0,3,5,4,4,0,2,6,6,2,0,1,1,1,0,0,4,4,2,0,0,2,0,0,0,0,3,4,2,3,0,13,14,10,1,0,2,6,8,2,5,20,45,24,7,0,13,29,26,5,3,44,16,15,8,0,14,17,17,3,0,8,13,12,1,1,9,9,10,3,0,20,12,18,1,1,7,31,12,1,0,19,16,7,7,0,6,5,6,1,0,6,23,9,3,0,7,15,8,1,2,15,16,14,3,1,2,10,6,0,0,4,9,10,1,0,0.0,15.0,45.0,7.0,0,190.5,20.5,39.0,7.0,10,114.0,16.5,50.5,4.5,0,137.5,19.0,44.0,7.5,10,82.0,18.0,41.0,9.0,0,85.0,16.0,39.5,9.0,0,70.5,21.0,0.0,9.0,0,93.0,14.0,40.0,7.0,0,88.5,24.0,45.0,5.5,0,85.0,23.0,31.0,0.0,0,112.0,21.5,41.5,0.0,0,115.5,0.0,0.0,0.0,0,95.0,14.0,47.5,8.0,0,94.0,22.0,46.0,8.0,0,163.5,18.0,45.0,8.5,10,86.0,22.0,43.0,6.0,0,81.0,20.0,41.5,8.0,10,109.0,20.0,40.0,6.5,0,90.0,20.0,51.0,5.0,0,83.5,20.0,44.5,8.0,10,104.0,19.0,45.0,5.0,0,141.0,25.0,40.0,3.0,10,81.0,21.0,38.0,3.0,0,154.0,18.0,42.0,5.0,0,258.5,14.0,49.5,8.0,0,248.5,17.0,45.0,8.0,0,74.0,17.0,44.5,8.0,10,87.0,23.0,50.0,8.0,10,72.0,18.0,44.5,0.0,0,75.0,19.0,47.5,7.0
ELLIOTT,0,2,6,2,3,0,5,13,1,4,0,1,5,2,1,0,1,2,0,5,0,0,1,0,1,0,0,6,2,1,0,0,1,1,0,0,1,2,5,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,1,1,5,0,7,3,3,2,1,4,4,3,0,0,5,2,5,0,2,3,4,8,2,0,3,4,2,1,1,20,9,8,1,2,9,11,9,6,0,9,5,6,4,0,8,11,6,2,0,20,13,10,1,1,10,6,5,4,0,13,13,12,0,1,22,10,12,1,1,7,8,12,4,1,12,8,7,0,0,4,8,5,2,0,4,10,4,4,0,244.0,18.5,42.0,7.0,0,100.0,24.0,43.0,6.0,0,71.0,17.0,41.0,7.0,0,577.0,13.5,0.0,7.0,0,0.0,11.0,0.0,5.0,0,0.0,21.0,47.0,8.0,0,0.0,23.0,36.0,0.0,0,230.0,19.0,42.0,0.0,0,0.0,0.0,31.0,0.0,0,415.0,0.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0,0.0,25.5,0.0,0.0,10,192.0,15.0,31.0,8.0,0,127.0,17.0,39.0,7.0,10,179.0,16.5,39.0,0.0,0,153.0,23.5,47.0,0.0,10,99.0,29.0,39.5,2.5,0,108.0,21.0,47.0,9.0,10,135.5,19.0,51.5,7.0,10,78.0,21.0,42.0,8.0,0,103.0,19.0,37.0,6.5,0,108.0,17.0,51.0,8.0,0,118.5,22.0,39.0,7.0,10,146.0,17.0,38.0,6.5,0,95.0,23.0,46.0,0.0,10,189.0,24.0,40.0,7.0,10,169.0,22.0,41.5,7.5,10,157.0,18.5,43.0,0.0,0,89.5,18.5,49.0,8.0,0,78.5,17.0,40.5,8.0
ESTILL,1,4,3,0,3,0,5,6,2,2,0,3,4,2,4,2,0,1,1,2,0,0,0,1,1,0,0,5,6,0,0,0,2,0,0,0,2,1,1,1,0,3,1,1,0,1,4,1,2,1,0,3,4,2,0,0,0,6,5,2,0,3,9,9,2,0,7,12,3,1,0,0,0,6,0,0,2,3,2,0,0,4,0,5,0,0,3,5,6,0,1,1,6,1,3,0,0,3,1,0,0,3,2,1,5,0,0,7,3,0,0,2,5,5,0,1,3,10,11,3,2,3,17,0,3,0,0,0,1,0,0,1,4,7,1,0,6,11,5,6,0,5,6,3,0,1,3,15,1,5,10,110.5,24.0,0.0,5.0,0,80.0,24.0,40.5,7.0,0,75.0,18.0,54.0,5.5,10,0.0,14.0,59.0,6.5,0,0.0,0.0,42.0,8.0,0,0.0,20.0,36.5,0.0,0,0.0,20.0,0.0,0.0,0,129.0,14.0,51.0,7.0,0,118.0,20.0,32.0,0.0,10,97.0,23.0,44.0,5.0,0,93.0,23.5,34.0,0.0,0,0.0,17.0,35.0,6.0,0,98.0,17.0,41.0,9.0,0,208.0,21.0,45.0,9.0,0,0.0,0.0,47.0,0.0,0,75.0,24.0,48.0,0.0,0,112.5,0.0,35.0,0.0,0,72.0,20.0,44.0,0.0,10,93.0,24.5,39.0,5.0,0,0.0,25.0,37.0,0.0,0,103.0,17.0,56.0,5.0,0,0.0,24.0,35.0,0.0,0,167.5,16.0,44.0,0.0,10,66.0,23.0,40.0,7.0,10,127.0,16.0,0.0,7.0,0,0.0,0.0,60.0,0.0,0,67.0,25.0,45.0,9.0,0,108.0,14.0,48.0,7.5,0,183.0,12.5,41.0,0.0,10,62.0,20.0,60.0,7.0
FAYETTE,2,179,9,9,7,0,109,6,7,3,1,85,8,8,0,1,57,15,1,1,0,43,4,1,2,0,119,7,5,0,0,32,5,9,2,0,79,5,11,1,0,54,4,5,0,0,46,3,11,0,1,101,2,13,0,0,110,3,6,0,0,141,3,15,0,0,93,3,12,0,0,119,1,6,0,0,167,2,3,0,0,99,1,7,1,0,116,5,10,0,0,162,5,14,0,0,93,3,5,1,0,69,0,4,0,0,70,0,2,1,0,164,1,15,1,0,88,18,7,6,0,133,4,6,0,0,71,5,25,1,0,77,4,10,0,0,165,8,13,0,2,75,12,8,2,0,130,8,15,0,10,246.0,16.0,42.0,6.0,0,210.0,25.0,55.0,2.0,10,389.0,25.5,43.0,0.0,10,384.0,23.0,54.0,6.0,0,227.0,19.0,33.0,6.5,0,368.0,25.0,48.0,0.0,0,229.0,27.0,38.0,9.0,0,281.0,22.0,42.0,9.0,0,228.5,23.5,47.0,0.0,0,308.5,19.0,39.0,0.0,10,248.0,13.5,41.0,0.0,0,352.5,17.0,53.0,0.0,0,264.0,27.0,51.0,0.0,0,299.0,23.0,47.5,0.0,0,323.0,29.0,45.5,0.0,0,315.0,22.0,45.0,0.0,0,348.0,12.0,47.0,7.0,0,241.5,20.0,44.5,0.0,0,294.5,26.0,41.0,0.0,0,341.0,16.0,55.0,3.0,0,427.0,0.0,52.0,0.0,0,384.5,0.0,48.0,9.0,0,330.5,22.0,48.0,0.0,0,356.5,20.0,46.0,2.5,0,454.0,20.5,39.5,0.0,0,273.0,26.0,50.0,7.0,0,333.0,27.0,42.5,0.0,0,306.0,19.0,43.0,0.0,10,330.0,19.5,42.0,5.0,0,334.0,19.5,42.0,0.0
FLEMING,2,2,13,3,1,0,3,8,2,0,1,0,2,1,2,1,1,2,5,2,0,5,10,7,1,0,7,7,4,1,0,0,6,1,1,0,3,5,4,1,1,3,3,2,0,0,2,9,6,2,0,5,3,4,0,1,9,16,8,7,0,26,13,20,2,2,5,15,8,3,0,24,13,14,2,0,25,14,8,1,0,4,9,5,0,0,28,18,20,1,0,27,12,4,1,0,24,20,10,5,0,11,1,2,1,0,12,7,4,3,0,9,10,16,0,0,14,16,12,6,0,19,28,16,4,1,25,19,13,5,1,18,10,9,3,0,27,17,12,2,1,25,25,18,0,0,30,9,19,0,10,67.5,18.0,39.0,6.0,0,88.0,13.5,36.0,0.0,10,0.0,14.0,43.0,3.5,10,61.0,18.5,33.0,6.5,0,150.0,20.0,49.0,9.0,0,109.0,23.0,42.0,6.0,0,0.0,15.5,43.0,6.0,0,78.0,21.0,37.0,9.0,10,174.0,12.0,37.5,0.0,0,87.5,23.0,43.0,5.5,0,180.0,25.0,37.5,0.0,10,91.0,21.0,42.0,6.0,0,116.5,19.0,47.0,8.0,10,100.0,17.0,43.5,7.0,0,175.0,23.0,48.0,5.5,0,166.0,18.0,39.0,9.0,0,467.5,17.0,43.0,0.0,0,119.0,24.5,43.0,9.0,0,209.0,21.0,43.5,9.0,0,183.0,19.5,44.5,7.0,0,142.0,30.0,37.5,6.0,0,249.5,19.0,43.5,9.0,0,115.0,18.5,39.0,0.0,0,81.5,18.5,43.5,7.5,0,144.0,16.0,45.0,7.5,10,131.0,22.0,41.0,7.0,10,154.5,19.0,39.0,7.0,0,114.0,18.0,45.0,4.5,10,112.0,19.0,41.5,0.0,0,113.5,26.0,43.0,0.0
FLOYD,1,0,2,0,0,0,0,1,0,1,0,0,3,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,2,0,0,0,4,0,2,0,0,6,2,1,0,0,1,1,4,0,0,8,10,11,0,0,5,6,5,0,0,5,5,3,0,0,1,2,2,0,0,5,3,1,0,0,3,5,4,0,0,8,7,4,0,0,2,4,2,0,0,5,9,2,2,0,0,4,3,0,0,3,5,3,0,1,1,1,3,0,0,4,6,1,0,0,7,6,10,0,2,4,21,10,1,0,1,6,7,0,0,27,16,9,0,1,1,7,4,0,10,0.0,12.5,0.0,0.0,0,0.0,16.0,0.0,4.0,0,0.0,15.0,0.0,0.0,10,0.0,11.5,45.0,8.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,91.0,0.0,41.0,0.0,0,0.0,0.0,0.0,0.0,0,125.5,25.5,0.0,0.0,0,93.5,0.0,31.5,0.0,0,69.0,22.0,46.0,0.0,0,216.0,16.0,37.0,0.0,0,106.0,23.5,41.0,0.0,0,81.0,20.0,42.0,0.0,0,73.0,27.0,55.0,0.0,0,117.0,26.0,46.5,0.0,0,82.0,19.0,49.0,0.0,0,67.0,14.0,34.5,0.0,0,80.5,23.0,41.0,0.0,0,104.0,21.0,35.5,0.0,0,81.0,16.0,44.0,5.0,0,0.0,19.5,49.0,0.0,0,73.0,13.0,37.0,0.0,10,67.0,26.0,43.0,0.0,0,89.5,21.0,48.0,0.0,0,76.0,24.5,40.0,0.0,10,86.5,19.0,47.5,6.0,0,74.0,21.0,33.0,0.0,0,121.0,20.0,46.0,0.0,10,73.0,19.0,46.0,0.0
FRANKLIN,0,36,7,5,2,0,40,7,3,2,0,45,2,5,0,1,19,5,4,2,0,28,19,13,2,0,25,5,6,1,1,20,18,13,0,0,11,5,4,0,1,21,5,3,1,1,10,4,3,3,0,23,4,3,1,0,6,5,6,0,0,33,10,5,1,0,18,5,7,0,0,14,0,0,0,0,25,15,4,0,0,38,2,7,0,0,41,10,20,0,0,111,9,15,2,0,54,12,5,0,1,47,13,7,0,0,69,10,21,2,2,61,7,9,5,1,59,21,23,3,0,87,29,38,3,0,48,16,19,1,0,36,3,7,1,0,62,18,12,1,0,25,11,8,1,1,48,12,5,4,0,413.0,25.0,38.0,7.0,0,363.5,14.0,54.0,4.0,0,444.0,20.5,39.0,0.0,10,333.0,15.0,37.5,5.5,0,163.0,20.0,49.0,6.5,0,201.0,15.0,37.5,5.0,10,246.0,18.5,47.0,0.0,0,184.0,18.0,36.5,0.0,10,301.0,27.0,41.0,6.0,10,310.0,23.5,51.0,1.0,0,212.0,18.5,39.0,6.0,0,233.5,24.0,46.0,0.0,0,289.0,17.0,41.0,8.0,0,215.0,22.0,49.0,0.0,0,171.5,0.0,0.0,0.0,0,282.0,16.0,46.0,0.0,0,253.5,20.0,47.0,0.0,0,316.0,22.0,37.0,0.0,0,227.0,23.0,46.0,9.0,0,227.0,21.0,35.0,0.0,10,251.0,25.0,46.0,0.0,0,208.0,17.0,47.0,6.0,10,274.0,21.0,40.0,8.0,10,195.0,18.0,38.0,9.0,0,266.0,21.0,42.0,7.0,0,253.0,22.0,43.0,9.0,0,206.5,27.0,46.0,7.0,0,261.5,24.5,39.5,9.0,0,159.0,24.0,47.5,8.0,10,256.0,16.5,40.0,8.0
FULTON,0,10,0,0,0,0,5,0,2,0,0,6,0,0,0,0,7,2,1,1,0,1,1,1,0,0,3,1,5,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,6,0,0,0,0,6,1,1,0,0,5,0,2,0,0,2,0,0,0,0,4,0,2,0,0,3,1,1,0,0,1,0,8,0,0,10,0,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,2,0,0,1,0,1,0,0,90.0,0.0,0.0,0.0,0,122.0,0.0,54.0,0.0,0,99.5,0.0,0.0,0.0,0,141.0,23.0,53.0,6.0,0,73.0,21.0,40.0,0.0,0,129.0,23.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,66.0,27.0,43.5,0.0,0,0.0,0.0,0.0,0.0,0,103.5,0.0,0.0,0.0,0,91.5,27.0,57.0,0.0,0,106.0,0.0,52.5,0.0,0,100.5,0.0,0.0,0.0,0,81.5,0.0,44.0,0.0,0,147.0,16.0,60.0,0.0,0,75.0,0.0,40.5,0.0,0,116.5,0.0,56.0,0.0,0,88.5,0.0,49.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,67.0,0.0,0.0,0.0,0,110.0,0.0,45.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,132.0,0.0,0.0,0.0,0,0.0,0.0,42.0,0.0,0,119.0,0.0,0.0,0.0,0,108.0,22.0,41.5,0.0,0,79.0,0.0,31.0,0.0
