COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL
BOYLE,2,29,10,10,2,0,35,17,18,3,3,43,33,16,6,2,28,16,6,3,0,61,15,13,6,1,69,18,19,1,1,10,2,5,0,0,11,6,1,0,0,19,6,9,0,0,21,4,8,3,0,22,9,21,0,0,47,10,11,2,2,52,15,22,1,0,42,12,29,0,0,35,6,5,1,0,30,4,2,2,0,52,23,9,1,0,24,16,11,0,1,96,21,27,0,0,39,5,18,0,0,27,9,26,1,1,46,14,10,0,0,23,10,11,0,0,16,6,3,0,0,40,16,11,1,0,40,6,10,1,0,24,4,10,0,0,30,6,7,0,0,39,6,20,0,0,58,8,11,0,10,204.0,18.5,44.5,8.0,0,166.0,20.0,39.0,8.0,10,244.0,18.0,41.0,7.0,10,277.0,23.5,37.0,7.0,0,197.0,20.0,44.0,7.5,10,145.0,20.0,44.0,7.0,10,180.5,20.0,45.0,0.0,0,192.0,21.0,36.0,0.0,0,186.0,25.5,39.0,0.0,0,197.0,27.0,40.5,8.0,0,134.0,24.0,43.0,0.0,0,208.0,17.5,46.0,9.0,10,205.0,20.0,44.5,5.0,0,133.5,21.0,44.0,0.0,0,235.0,22.0,34.0,7.0,0,165.0,27.0,55.0,7.5,0,152.0,20.0,42.0,8.0,0,136.5,22.0,41.0,0.0,10,207.5,20.0,45.0,0.0,0,208.0,23.0,49.0,0.0,0,172.0,20.0,42.5,6.0,10,191.0,22.5,48.0,0.0,0,263.0,21.0,39.0,0.0,0,220.0,20.5,41.0,0.0,0,251.5,17.5,50.0,7.0,0,214.5,23.0,40.5,6.0,0,325.0,24.5,49.5,0.0,0,140.0,22.0,51.0,0.0,0,203.0,27.5,42.5,0.0,0,210.5,21.5,52.0,0.0
BRACKEN,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,2,0,0,0,3,1,0,0,0,5,1,2,0,0,15,1,0,0,0,13,3,2,0,0,8,1,1,0,0,5,0,2,0,0,14,3,10,0,0,15,2,8,0,0,23,0,9,0,0,5,1,0,0,0,16,0,2,0,0,3,4,3,0,0,9,3,13,0,0,9,1,2,3,0,21,0,10,0,0,30,7,20,0,0,5,5,10,0,0,10,2,14,0,0,30,2,11,0,0,0.0,20.0,38.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,211.0,0.0,0.0,0.0,0,92.0,19.0,0.0,0.0,0,62.0,0.0,51.0,0.0,0,0.0,29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,108.0,0.0,0.0,0.0,0,78.0,29.0,44.0,0.0,0,0.0,28.5,0.0,0.0,0,203.0,21.0,0.0,0.0,0,203.0,18.0,55.0,0.0,0,118.0,23.0,0.0,0.0,0,145.0,23.0,43.5,0.0,0,167.0,24.0,47.0,0.0,0,101.0,0.0,34.5,0.0,0,109.0,29.0,46.0,0.0,0,117.0,14.5,45.5,0.0,0,107.0,0.0,49.0,0.0,0,133.0,25.0,0.0,0.0,0,232.0,0.0,53.0,0.0,0,255.0,19.0,49.0,0.0,0,102.0,17.0,47.0,0.0,0,107.0,28.0,43.5,7.0,0,95.0,0.0,44.5,0.0,0,131.0,21.0,43.5,0.0,0,75.0,18.0,50.0,0.0,0,115.0,23.0,42.0,0.0,0,134.5,22.5,43.0,0.0
BREATHITT,1,2,6,0,0,0,4,3,1,0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,4,1,0,1,4,2,0,0,3,1,4,0,0,23,11,5,0,0,20,12,9,4,0,6,10,4,0,0,14,7,7,2,0,12,2,1,1,0,0,0,0,0,0,5,4,2,0,0,0,3,2,0,0,0,0,0,0,1,6,6,2,1,0,1,1,1,0,0,4,4,1,0,0,11,4,1,1,0,7,5,4,0,1,8,3,2,0,10,144.0,14.0,0.0,0.0,0,173.0,23.0,58.0,0.0,0,158.5,24.0,34.0,0.0,0,0.0,13.5,0.0,9.0,0,0.0,0.0,0.0,0.0,0,0.0,11.0,0.0,0.0,0,0.0,12.0,0.0,0.0,0,0.0,0.0,58.0,0.0,0,0.0,0.0,53.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,210.5,16.0,50.0,0.0,0,927.5,30.0,33.0,3.0,0,62.0,19.0,47.0,0.0,0,111.0,27.0,43.5,0.0,0,84.0,21.0,42.0,0.0,0,105.0,19.0,37.0,5.5,0,142.0,14.0,54.0,0.0,0,120.0,17.0,48.0,8.0,0,141.0,30.0,37.0,7.0,0,0.0,0.0,0.0,0.0,0,115.0,17.0,38.0,0.0,0,0.0,17.0,47.0,0.0,0,0.0,0.0,0.0,0.0,10,163.5,22.0,42.5,8.0,0,66.0,20.0,48.0,0.0,0,142.0,24.0,32.0,0.0,0,105.0,21.0,31.0,4.0,0,136.0,22.0,49.0,0.0,10,93.5,15.0,50.0,0.0
BRECKINRIDGE,1,16,7,15,4,0,9,11,8,4,1,11,15,5,10,2,17,20,23,12,0,28,21,12,6,1,19,15,20,4,1,34,39,42,3,4,22,63,27,20,0,44,27,14,7,0,14,17,17,3,0,27,20,36,8,0,39,34,23,13,6,65,99,81,34,2,47,27,46,6,8,32,60,38,13,5,39,59,54,16,3,46,50,55,20,2,52,66,78,5,1,60,55,48,10,2,49,53,55,4,0,37,29,38,6,0,61,33,48,5,2,91,69,91,7,1,134,45,80,11,2,116,45,81,3,1,56,66,69,2,2,56,50,71,5,3,67,60,65,6,0,74,40,68,9,3,88,81,108,13,10,75.0,15.0,47.0,6.5,0,91.0,17.0,39.5,6.5,10,85.0,19.0,39.0,6.0,10,91.0,16.0,45.0,8.0,0,87.5,16.0,40.0,4.0,10,183.0,19.0,51.0,6.0,10,111.0,22.0,44.5,9.0,10,97.5,18.0,42.0,7.0,0,91.5,22.0,45.5,5.0,0,95.0,24.0,40.0,6.0,0,92.0,18.0,46.5,6.5,0,91.0,18.0,42.0,6.0,10,89.0,18.0,45.0,7.5,10,101.0,20.0,41.0,5.5,10,91.5,19.5,40.5,6.0,10,87.0,18.0,46.0,8.0,10,97.5,22.0,43.0,7.0,10,91.0,23.0,41.5,5.0,10,92.0,21.0,43.5,8.0,10,86.0,21.0,42.0,8.5,0,82.0,23.0,43.0,7.0,0,82.0,20.0,46.0,8.0,10,95.0,21.0,47.0,7.0,10,93.0,18.0,47.5,7.0,10,97.0,23.0,46.0,8.0,10,98.0,20.5,42.0,6.5,10,85.0,22.0,41.0,9.0,10,99.0,22.0,46.0,8.5,0,83.5,22.0,42.5,7.0,10,85.5,20.0,44.0,6.0
BULLITT,4,6,12,5,9,1,4,13,7,10,0,4,14,2,20,1,9,11,4,19,1,10,11,1,11,0,4,6,6,6,2,10,10,4,1,0,2,4,1,0,0,2,4,1,2,0,1,0,1,1,0,8,2,4,0,0,3,4,5,0,2,4,4,1,0,1,3,10,2,5,0,3,12,4,4,0,0,4,0,4,0,3,0,1,0,0,4,11,6,2,0,8,8,6,3,3,9,14,11,4,0,7,23,4,8,3,13,20,13,9,0,7,31,3,4,0,4,8,4,6,6,2,17,5,17,0,2,10,4,3,0,1,15,11,4,1,7,24,3,5,0,4,6,6,2,1,5,8,3,4,10,97.5,18.5,32.0,7.0,10,163.0,20.0,53.0,7.0,0,189.0,19.0,50.0,8.0,10,81.0,16.0,50.0,6.0,10,162.0,15.0,40.0,6.0,0,112.5,16.0,35.5,8.0,10,152.0,17.0,44.0,9.0,0,150.5,19.5,45.0,0.0,0,99.5,18.5,31.0,6.0,0,74.0,0.0,42.0,6.0,0,117.0,18.0,38.5,0.0,0,105.0,16.0,38.0,0.0,10,139.5,20.0,51.0,0.0,10,71.0,14.5,39.0,8.0,0,132.0,15.0,42.5,3.5,0,0.0,14.5,0.0,8.5,0,128.0,0.0,41.0,0.0,0,91.5,21.0,34.0,7.0,0,151.0,22.5,40.5,9.0,10,77.0,19.0,48.0,8.5,0,72.0,15.0,37.5,8.0,10,98.0,14.5,41.0,5.0,0,109.0,17.0,51.0,7.5,0,95.5,13.5,44.5,6.5,10,129.0,20.0,34.0,6.0,0,79.0,21.0,48.0,8.0,0,90.0,17.0,47.0,7.0,10,84.0,15.0,36.0,8.0,0,138.5,20.0,44.0,7.5,10,109.0,19.0,48.0,6.0
BUTLER,0,6,6,0,3,1,3,5,1,2,0,3,4,2,2,0,2,8,1,3,0,1,2,2,0,0,0,1,0,0,0,8,4,2,1,0,7,7,5,3,4,2,15,2,4,0,5,8,4,1,0,7,9,7,10,2,12,14,9,6,0,7,15,7,7,0,16,29,14,6,2,10,19,9,11,0,3,13,5,5,1,9,27,13,9,0,10,18,11,1,2,4,16,14,8,0,15,23,17,10,2,6,8,5,5,0,2,12,5,0,1,20,30,25,4,0,3,12,5,3,0,4,10,5,4,0,4,19,6,0,0,0,7,3,0,2,5,14,11,5,0,7,18,12,4,0,2,8,2,2,0,109.0,20.5,0.0,1.0,10,102.0,18.0,50.0,5.0,0,143.0,17.0,33.5,3.0,0,126.0,18.5,45.0,5.0,0,75.0,21.5,42.5,0.0,0,0.0,16.0,0.0,0.0,0,87.0,19.5,39.0,7.0,0,87.0,19.0,45.0,7.0,10,135.0,17.0,42.0,8.5,0,80.0,16.0,41.5,2.0,0,80.0,17.0,43.0,6.0,10,156.5,21.0,42.0,5.5,0,162.0,22.0,35.0,7.0,0,102.5,17.0,39.5,6.0,10,83.5,19.0,39.0,6.0,0,68.0,18.0,36.0,9.0,10,82.0,25.0,45.0,4.0,0,87.5,15.5,38.0,9.0,10,80.5,16.0,38.5,8.0,0,80.0,20.0,51.0,6.0,10,92.0,16.0,38.0,8.0,0,139.0,18.5,43.0,0.0,10,97.0,19.5,45.0,6.5,0,68.0,23.5,44.0,4.0,0,101.5,16.0,34.0,5.5,0,127.5,20.0,35.0,0.0,0,0.0,18.0,33.0,0.0,10,108.0,16.5,39.0,6.0,0,72.0,22.0,40.0,8.0,0,73.0,17.0,35.0,7.5
CALDWELL,0,7,7,7,3,0,3,8,1,4,0,3,3,2,1,0,3,15,8,2,0,5,10,4,3,0,3,15,8,1,0,2,7,10,1,2,2,9,2,9,2,7,13,8,6,0,2,3,4,4,0,4,9,3,0,1,2,1,2,1,2,5,5,3,3,1,17,11,4,13,2,5,12,6,2,1,0,7,4,12,2,2,33,18,9,0,5,15,5,0,1,8,9,9,1,1,10,28,12,11,0,7,15,8,5,0,7,25,7,5,1,12,73,39,8,3,16,36,20,9,1,3,22,9,9,2,3,20,5,4,4,7,34,14,12,3,12,28,20,11,3,4,26,14,16,2,8,11,7,12,0,118.0,23.0,40.0,7.0,0,94.0,16.0,46.0,5.5,0,150.0,15.0,35.5,8.0,0,63.0,17.0,37.0,6.5,0,172.0,16.5,36.5,5.0,0,80.0,15.0,41.0,9.0,0,72.5,19.0,43.5,9.0,10,85.5,19.0,42.0,7.0,10,201.0,19.0,47.0,7.5,0,75.0,22.0,35.5,4.5,0,92.5,21.0,44.0,0.0,10,90.0,11.0,44.0,4.0,10,155.0,14.0,46.0,7.0,10,77.0,17.0,46.5,6.0,10,67.0,22.0,54.0,8.5,10,0.0,17.0,38.5,7.0,10,67.0,24.0,38.5,7.0,0,114.0,20.0,44.0,0.0,10,122.0,25.0,34.0,8.0,10,100.5,15.0,39.5,8.0,0,78.0,13.0,45.0,8.0,0,114.0,21.0,44.0,8.0,10,98.0,17.0,41.0,7.0,10,94.0,18.0,38.5,7.0,10,91.0,15.0,38.0,6.0,10,103.0,16.0,46.0,7.5,10,102.0,15.0,41.0,8.0,10,97.5,16.0,42.0,7.0,10,67.0,15.5,45.0,7.0,10,77.0,21.0,44.0,7.0
CALLOWAY,4,25,24,6,6,0,12,7,10,5,0,23,11,10,2,0,16,20,14,5,0,10,8,5,7,1,12,5,4,1,0,10,5,6,0,0,16,8,12,3,0,9,7,6,0,0,9,14,7,3,0,35,8,21,2,0,35,6,17,2,1,23,8,11,0,1,28,9,18,9,0,22,11,16,2,0,25,6,2,3,1,16,15,7,3,0,4,7,6,2,0,14,12,11,2,0,12,2,4,3,1,32,14,10,3,0,7,9,5,3,0,18,9,6,3,0,3,4,3,5,0,6,4,4,0,1,4,2,5,0,0,10,11,10,0,0,6,9,5,0,0,16,13,5,0,1,15,10,9,4,10,88.0,17.0,41.5,9.0,0,113.5,18.0,44.0,7.0,0,109.0,23.0,43.5,5.5,0,201.0,19.5,41.5,8.0,0,119.5,14.5,36.0,7.0,10,106.0,18.0,49.5,8.0,0,112.5,22.0,37.5,0.0,0,81.0,22.0,39.5,7.0,0,117.0,24.0,46.5,0.0,0,77.0,21.5,38.0,9.0,0,127.0,20.0,40.0,8.0,0,135.0,15.0,43.0,8.0,10,180.0,23.5,39.0,0.0,10,111.0,18.0,40.5,6.0,0,167.0,19.0,39.0,4.0,0,129.0,21.0,49.0,9.0,10,93.5,17.0,49.0,8.0,0,92.5,14.0,34.5,7.5,0,88.5,16.5,47.0,6.0,0,144.0,24.0,43.0,6.0,10,174.5,15.5,43.5,6.0,0,74.0,21.0,34.0,7.0,0,124.0,19.0,47.0,9.0,0,117.0,22.0,40.0,4.0,0,89.5,23.0,45.5,0.0,10,117.0,17.0,39.0,0.0,0,84.0,20.0,47.0,0.0,0,119.5,12.0,47.0,0.0,0,103.5,20.0,43.0,0.0,10,111.0,19.5,41.0,7.5
CAMPBELL,0,2,11,4,2,0,0,3,0,0,0,1,3,0,0,1,1,10,2,2,0,3,8,4,1,0,3,1,2,0,0,0,3,3,0,0,5,13,13,0,0,3,5,13,2,0,1,6,2,0,0,5,14,5,0,1,5,6,6,0,2,14,13,17,5,0,5,11,2,1,0,7,8,7,1,1,6,12,5,0,1,11,14,17,0,1,12,9,8,1,1,13,18,7,2,0,19,17,13,0,1,6,10,5,3,1,20,14,10,0,0,8,8,8,1,1,9,8,11,3,0,2,11,6,3,2,11,11,6,0,1,3,17,7,0,0,8,14,11,1,0,10,18,16,0,0,5,25,13,0,0,85.5,16.0,41.0,5.0,0,0.0,28.0,0.0,0.0,0,71.0,13.0,0.0,0.0,10,102.0,23.0,47.5,7.5,0,135.0,22.5,46.5,4.0,0,114.0,23.0,52.5,0.0,0,0.0,19.0,49.0,0.0,0,89.0,19.0,39.0,0.0,0,79.0,18.0,38.0,8.0,0,120.0,20.5,32.5,0.0,0,68.0,17.0,44.0,0.0,10,93.0,17.5,36.0,0.0,10,85.5,20.0,45.0,8.0,0,105.0,16.0,44.5,7.0,0,84.0,18.0,44.0,6.0,10,110.5,13.5,40.0,0.0,10,78.0,24.0,44.0,0.0,10,109.0,22.0,45.0,7.0,10,104.0,18.0,38.0,7.5,0,111.0,16.0,44.0,0.0,10,83.5,15.5,35.0,5.0,10,107.5,14.0,44.5,0.0,0,76.0,16.5,49.0,8.0,10,131.0,18.5,44.0,4.0,0,116.5,22.0,48.5,7.0,10,131.0,24.0,40.0,0.0,10,144.0,20.0,37.0,0.0,0,103.5,17.0,46.0,4.0,0,80.0,19.0,45.5,0.0,0,111.0,21.0,43.0,0.0
CARLISLE,0,3,0,1,0,0,8,5,8,1,0,1,0,1,0,0,5,4,2,0,0,1,3,3,0,0,4,8,5,0,0,0,10,2,0,0,3,5,4,0,0,4,1,2,0,0,10,0,4,0,0,15,1,1,0,0,9,6,9,0,0,16,2,7,0,0,6,0,7,0,0,2,1,0,0,0,3,8,6,1,0,19,6,27,0,0,3,1,0,0,0,13,8,9,0,0,2,2,3,0,0,5,4,7,0,0,1,6,10,0,0,2,4,3,0,0,5,3,3,2,0,0,5,4,0,0,3,1,0,0,0,1,0,0,1,0,2,2,3,0,0,0,2,0,0,0,2,0,1,0,0,72.0,0.0,32.0,0.0,0,121.5,26.0,43.0,6.0,0,201.0,0.0,59.0,0.0,0,84.0,29.5,54.0,0.0,0,91.0,23.0,48.0,0.0,0,85.5,23.0,37.0,0.0,0,0.0,22.0,37.0,0.0,0,67.0,19.0,35.5,0.0,0,134.0,17.0,43.5,0.0,0,96.5,0.0,51.0,0.0,0,150.0,23.0,37.0,0.0,0,96.0,21.0,42.0,0.0,0,120.5,25.5,51.0,0.0,0,101.0,0.0,46.0,0.0,0,107.5,28.0,0.0,0.0,0,88.0,20.0,40.0,9.0,0,90.0,23.0,44.0,0.0,0,163.0,14.0,0.0,0.0,0,104.0,19.0,44.0,0.0,0,84.5,16.5,33.0,0.0,0,109.0,21.5,45.0,0.0,0,165.0,20.0,42.5,0.0,0,78.0,19.5,46.0,0.0,0,73.0,18.0,44.0,9.0,0,0.0,19.0,42.5,0.0,0,340.0,28.0,0.0,0.0,0,61.0,0.0,0.0,9.0,0,69.0,24.0,40.0,0.0,0,0.0,23.0,0.0,0.0,0,258.0,0.0,56.0,0.0
CARROLL,0,1,1,1,0,0,4,0,2,1,0,4,4,2,0,0,3,0,0,0,0,16,2,2,0,0,5,1,1,0,0,11,0,4,0,0,2,0,4,0,0,13,0,1,0,0,6,0,2,0,0,0,0,1,0,1,8,9,8,1,0,2,0,0,0,0,2,0,0,0,0,4,2,5,0,0,2,1,0,0,0,3,1,3,0,0,12,1,1,0,0,9,3,6,0,0,4,1,2,0,0,9,5,2,0,0,16,7,3,1,0,15,1,3,0,0,7,4,0,0,0,12,8,0,0,0,7,1,5,0,0,10,1,3,0,0,23,2,5,0,0,38,1,9,0,0,23,6,9,0,0,201.0,29.0,35.0,0.0,0,196.5,0.0,41.5,5.0,0,97.5,19.5,47.5,0.0,0,154.0,0.0,0.0,0.0,0,200.5,16.5,58.5,0.0,0,103.0,27.0,55.0,0.0,0,144.0,0.0,47.5,0.0,0,141.0,0.0,50.0,0.0,0,99.0,0.0,54.0,0.0,0,130.5,0.0,56.0,0.0,0,0.0,0.0,42.0,0.0,10,84.5,21.0,46.5,9.0,0,132.0,0.0,0.0,0.0,0,253.5,0.0,0.0,0.0,0,104.5,24.0,44.0,0.0,0,68.0,15.0,0.0,0.0,0,84.0,15.0,44.0,0.0,0,144.5,27.0,51.0,0.0,0,134.0,19.0,46.5,0.0,0,140.5,16.0,45.5,0.0,0,112.0,16.0,55.0,0.0,0,175.5,26.0,43.0,8.0,0,135.0,18.0,49.0,0.0,0,121.0,12.0,0.0,0.0,0,115.5,17.0,0.0,0.0,0,80.0,20.0,53.0,0.0,0,195.5,19.0,46.0,0.0,0,180.0,19.5,49.0,0.0,0,220.5,27.0,36.0,0.0,0,153.0,17.0,42.0,0.0
CARTER,0,3,3,4,3,0,7,4,4,2,0,5,9,5,4,1,2,7,1,3,0,4,1,1,2,0,2,3,0,1,0,1,1,6,0,0,1,2,5,0,0,2,4,0,0,0,2,3,2,0,0,10,0,2,0,0,11,0,5,1,0,4,4,8,1,0,5,5,12,0,0,5,1,1,0,0,3,9,12,4,0,10,12,6,2,0,20,27,21,6,1,36,17,19,5,0,17,22,11,2,0,19,10,19,3,1,17,4,8,4,0,9,9,9,0,2,15,18,7,7,1,4,4,7,0,0,5,5,4,1,1,7,9,6,0,3,35,56,31,9,3,20,28,18,7,2,33,50,21,14,0,85.0,13.0,36.0,6.0,0,104.0,15.0,46.5,8.0,0,159.0,15.0,43.0,5.5,10,144.5,12.0,35.0,6.0,0,114.5,16.0,41.0,7.5,0,104.0,13.0,0.0,9.0,0,194.0,15.0,44.0,0.0,0,321.0,11.5,52.0,0.0,0,153.0,15.5,0.0,0.0,0,159.0,19.0,36.0,0.0,0,152.5,0.0,45.0,0.0,0,101.0,0.0,47.0,6.0,0,197.5,17.0,54.0,8.0,0,97.0,17.0,48.5,0.0,0,112.0,24.0,52.0,0.0,0,118.0,15.0,46.5,7.5,0,86.0,20.0,41.0,3.0,0,148.0,17.0,40.0,6.5,10,99.5,22.0,47.0,8.0,0,114.0,22.0,51.0,8.5,0,131.0,18.0,47.0,7.0,10,109.0,12.0,40.5,8.0,0,107.0,16.0,37.0,0.0,10,170.0,17.0,46.0,6.0,10,121.5,23.5,40.0,0.0,0,125.0,22.0,46.0,8.0,10,114.0,24.0,45.5,0.0,10,96.0,20.0,44.0,8.0,10,83.5,21.0,38.0,7.0,10,96.0,19.0,40.0,7.5
CASEY,1,7,30,18,5,2,24,17,8,2,0,10,11,5,0,1,18,19,13,5,1,12,3,2,2,0,17,10,11,1,1,5,13,9,2,0,15,9,12,0,0,43,23,44,1,0,21,8,19,0,0,25,7,10,0,0,38,22,22,0,0,42,12,15,0,1,41,19,20,3,0,23,9,11,0,1,73,20,33,0,1,39,29,36,3,4,139,83,104,30,3,139,56,71,11,1,119,43,54,3,2,65,46,45,12,1,87,53,45,3,5,74,58,64,6,0,60,32,64,4,1,59,44,36,4,1,88,49,85,10,1,80,53,72,5,1,75,43,62,4,0,47,39,61,3,0,77,37,45,2,10,122.0,16.5,44.5,9.0,10,85.5,22.0,45.0,5.5,0,106.5,18.0,45.0,0.0,10,128.5,18.0,44.0,8.0,10,80.5,19.0,47.5,9.0,0,91.0,21.0,44.0,8.0,10,113.0,20.0,42.0,3.5,0,106.0,26.0,40.0,0.0,0,102.0,20.0,42.5,9.0,0,103.0,18.5,48.0,0.0,0,116.0,27.0,51.0,0.0,0,108.5,20.0,43.5,0.0,0,119.0,23.0,44.0,0.0,10,125.0,22.0,47.0,1.0,0,88.0,22.0,53.0,0.0,10,104.0,23.0,47.0,0.0,10,113.0,22.0,43.0,9.0,10,125.0,20.0,45.0,7.0,10,125.0,19.0,48.0,7.0,10,101.0,20.0,42.5,8.0,10,101.0,21.5,41.0,5.0,10,137.0,20.0,43.0,9.0,10,112.0,20.5,43.0,8.0,0,114.0,22.0,44.5,6.5,10,100.0,23.5,42.5,6.0,10,103.0,22.0,47.0,8.0,10,103.0,21.0,45.0,9.0,10,93.0,21.0,43.0,7.0,0,108.0,21.0,42.0,8.0,0,98.0,21.0,41.0,9.0
CHRISTIAN,1,12,19,17,3,1,25,18,13,9,3,18,22,16,10,3,18,27,23,10,1,21,20,16,8,2,14,24,18,9,0,3,15,8,0,4,35,25,18,13,0,10,16,7,1,1,24,12,12,3,0,15,9,9,2,0,9,6,4,0,2,27,15,14,13,1,8,19,4,7,2,6,13,7,9,2,15,13,2,1,0,17,21,13,14,1,32,30,36,10,0,11,28,13,10,1,22,14,22,5,1,8,25,5,3,2,13,12,8,6,0,5,6,9,1,3,5,6,6,5,2,5,3,1,1,0,0,6,2,2,1,7,16,12,3,0,16,8,5,2,3,13,11,7,0,1,24,17,13,6,10,108.0,19.0,48.0,7.0,10,87.0,19.5,41.0,6.0,10,108.5,19.5,39.5,6.5,10,102.5,20.0,39.0,7.5,10,100.0,15.0,41.0,4.0,10,170.5,20.0,46.5,7.0,0,82.0,20.0,35.5,0.0,10,130.0,20.0,46.0,7.0,0,136.0,22.0,54.0,8.0,10,136.5,16.5,44.5,3.0,0,113.0,22.0,44.0,7.0,0,156.0,24.0,53.5,0.0,10,126.0,23.0,38.0,5.0,10,114.5,17.0,43.0,7.0,10,150.5,16.0,44.0,7.0,10,91.0,18.0,42.5,9.0,0,198.0,21.0,39.0,7.0,10,97.0,20.5,42.0,6.0,0,117.0,21.0,40.0,5.5,10,125.5,22.0,44.0,4.0,10,101.5,18.0,49.0,7.0,10,123.0,24.0,37.0,6.5,0,108.0,21.0,44.0,9.0,10,141.0,15.5,35.5,5.0,10,158.0,13.0,47.0,7.0,0,0.0,16.0,32.5,8.5,10,91.0,16.0,37.5,5.0,0,195.5,14.5,40.0,5.0,10,92.0,24.0,39.0,0.0,10,117.5,18.0,40.0,6.5
