COUNTY,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL
GALLATIN,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,88.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,327.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,171.56,26.5,45.2,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,104.5,0.0,0.0,0.0,0,69.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,204.0,0.0,0.0,0.0,0,96.0,0.0,49.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
GARRARD,0,129.5,13.0,51.67,0.0,0,0.0,0.0,0.0,0.0,0,392.0,0.0,0.0,0.0,0,193.0,0.0,0.0,0.0,0,163.25,0.0,0.0,0.0,0,204.08,21.5,47.33,7.0,0,147.93,0.0,50.67,0,0,232.54,0.0,45.67,0.0,0,132.69,23.33,47.4,0.0,0,145.72,27.0,44.0,0.0,0,72.0,0.0,58.0,0.0,0,174.12,22.0,42.25,0.0,0,103.64,25.0,50.78,0,0,121.71,27.0,45.0,0,0,220.4,0.0,45.0,0.0,0,122.25,0.0,46.5,0.0,0,150.0,0.0,0.0,0.0,0,112.11,20.0,47.33,0.0,0,162.66,18.5,43.25,0,0,0.0,0.0,0.0,0.0,0,148.25,18.0,44.67,0.0,0,0.0,0.0,0.0,0.0,0,100.67,0.0,45.0,0.0,0,103.5,0.0,43.5,0.0,0,94.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,156.0,16.0,44.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0,4,1,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,8,0,0,0,0,24,2,9,1,0,14,0,3,0,0,13,0,6,0,0,16,3,5,0,0,18,1,10,0,0,1,0,2,0,0,33,2,4,0,0,14,4,9,0,0,7,3,2,0,0,5,0,1,0,0,4,0,2,0,0,1,0,0,0,0,9,1,3,0,0,35,2,4,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,3,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GRANT,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,75.0,0.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,234.0,0.0,42.0,0.0,0,0.0,0.0,0.0,0.0,0,468.67,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,241.0,0.0,0.0,0,0,0.0,0.0,53.0,0.0,0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,95.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,117.0,0.0,0.0,0.0,0,150.75,0.0,0.0,0.0,0,205.0,0.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0,94.33,30.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GRAVES,0,115.11,0.0,54.0,0.0,0,134.75,30.0,40.5,4.5,0,135.57,0.0,0.0,0.0,0,144.56,30.0,49.5,0.0,0,125.0,12.0,43.0,0.0,0,0.0,0.0,0.0,0.0,0,111.33,0.0,0.0,0,0,137.75,21.0,42.67,0.0,0,127.44,21.5,40.5,0.0,0,0.0,0.0,0.0,0.0,10,121.14,22.5,44.33,7.0,0,121.73,0.0,54.0,0.0,0,91.0,0.0,42.5,0,0,0.0,0.0,0.0,0,0,164.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,24.5,0.0,0.0,0,144.0,0.0,0.0,0.0,0,131.15,29.0,0.0,0,0,118.5,30.0,44.71,0.0,0,0.0,0.0,0.0,0.0,0,160.93,0.0,45.8,0.0,0,165.04,17.0,45.0,0.0,0,138.25,23.25,45.5,9.0,0,0.0,0.0,0.0,0.0,0,173.0,0.0,41.0,0.0,0,75.33,0.0,0.0,0.0,0,211.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,18,0,1,0,0,12,1,2,2,0,23,0,0,0,0,9,1,4,0,0,2,2,1,0,0,0,0,0,0,0,3,0,0,0,0,4,2,3,0,0,9,2,4,0,0,0,0,0,0,1,14,8,3,1,0,11,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,13,1,0,0,0,4,1,7,0,0,0,0,0,0,0,14,0,5,0,0,27,1,14,0,0,4,4,2,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAYSON,0,126.25,0.0,0.0,0.0,0,0.0,25.0,32.0,1.0,0,0.0,30.0,0.0,0.0,0,103.25,27.0,42.2,8.0,0,0.0,29.0,0.0,0.0,0,144.0,22.0,0.0,0.0,0,112.91,0.0,51.6,0,0,91.44,25.0,43.0,0.0,0,94.67,22.75,43.0,5.0,0,113.67,26.67,45.5,0.0,0,95.2,0.0,49.5,0.0,0,88.0,0.0,0.0,0.0,0,177.67,18.5,49.5,8,0,112.0,0.0,37.0,0,0,107.75,0.0,41.75,0.0,0,125.36,20.6,39.4,0.0,10,127.5,24.25,45.0,0.0,0,133.0,23.5,43.38,0.0,10,100.0,22.0,44.67,6,10,89.0,18.62,42.67,0.0,0,101.0,20.33,44.6,0.0,0,85.0,20.0,44.92,0.0,10,135.33,27.25,35.0,2.0,10,146.33,22.67,0.0,7.67,0,128.78,29.0,42.91,0.0,0,115.67,21.5,37.25,0.0,0,140.71,28.0,40.2,0.0,0,104.33,20.14,41.86,9.0,0,156.25,0.0,46.0,0.0,0,100.0,0.0,0.0,0.0,0,4,0,0,0,0,0,2,1,1,0,0,1,0,0,0,12,2,5,1,0,0,1,0,0,0,3,1,0,0,0,11,0,5,0,0,9,2,1,0,0,6,4,11,1,0,12,3,10,0,0,5,0,2,0,0,1,0,0,0,0,3,2,2,1,0,1,0,1,0,0,4,0,4,0,0,11,5,5,0,1,2,4,4,0,0,3,2,8,0,1,5,3,6,1,1,1,8,6,0,0,2,3,5,0,0,4,2,12,0,1,3,4,1,1,1,3,6,0,3,0,9,2,11,0,0,3,2,4,0,0,7,1,5,0,0,3,7,7,1,0,4,0,3,0,0,1,0,0,0
GREEN,0,319.0,0.0,51.75,0.0,0,245.95,0.0,45.0,0.0,0,181.33,0.0,36.0,0.0,0,0.0,0.0,48.2,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,126.5,0.0,0.0,0,0,83.0,0.0,0.0,0.0,0,198.2,0.0,55.0,0.0,0,0.0,19.0,46.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20.0,0.0,0,0,0.0,0.0,48.0,0,0,0.0,0.0,0.0,0.0,0,235.86,0.0,0.0,4.0,0,116.5,12.33,0.0,2.0,0,0.0,0.0,0.0,0.0,0,153.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.0,0.0,0,0.0,0.0,0.0,0.0,0,115.57,18.0,36.0,0.0,0,174.0,0.0,56.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,158.0,0.0,0.0,0.0,0,15,0,4,0,0,21,0,1,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,2,0,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GREENUP,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,190.0,0.0,0.0,0,0,99.0,0.0,0.0,0,0,95.0,0.0,0.0,0.0,0,0.0,0.0,53.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,21.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANCOCK,0,153.5,0.0,49.0,0.0,0,90.0,0.0,52.0,0.0,0,150.67,0.0,54.0,0.0,0,130.5,0.0,0.0,0.0,0,100.0,0.0,59.0,0.0,0,175.12,0.0,0.0,0.0,0,0.0,21.0,50.0,0,0,111.75,0.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,156.0,0.0,0.0,0.0,0,0.0,0.0,38.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,164.5,19.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0,0.0,21.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,89.33,26.0,32.0,0.0,0,0.0,0.0,0.0,0.0,0,123.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,76.5,0.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,18.5,0.0,0.0,0,2,0,1,0,0,5,0,3,0,0,6,0,2,0,0,4,0,0,0,0,3,0,2,0,0,8,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HARDIN,0,131.61,22.15,43.24,8.5,10,153.76,23.53,41.89,0.0,0,127.48,20.5,46.39,0.0,0,121.5,24.43,44.16,0.0,10,130.14,21.56,44.52,0.0,0,120.14,23.0,43.5,5.0,0,132.58,23.0,43.1,0,0,165.8,25.2,46.45,0.0,0,140.83,22.91,43.04,0.0,0,136.0,26.25,44.0,7.5,10,91.8,19.43,42.5,6.67,0,108.0,25.25,45.67,0.0,0,176.32,22.0,47.5,0,10,120.5,0.0,56.0,0,0,130.22,0.0,50.67,0.0,0,119.69,19.25,46.67,4.0,0,117.25,23.5,44.75,0.0,0,124.95,23.33,45.61,0.0,0,109.45,23.6,47.15,0,0,87.57,24.78,45.71,0.0,0,161.32,18.3,43.98,7.36,10,107.32,24.1,46.61,0.0,0,115.17,25.4,45.63,6.0,0,114.48,22.81,44.62,0.0,0,86.71,21.83,46.71,0.0,0,129.62,25.75,45.0,9.0,0,114.89,20.22,44.9,6.0,0,100.96,22.82,44.62,8.0,0,113.87,24.22,41.8,4.0,10,112.59,23.62,45.02,5.0,0,59,33,38,2,1,99,15,36,0,0,61,10,28,0,0,54,14,37,0,2,44,16,33,0,0,51,12,46,1,0,45,7,40,0,0,20,5,11,0,0,36,11,24,0,0,9,4,5,2,1,5,7,14,3,0,23,8,30,0,0,22,2,2,0,1,6,0,1,0,0,9,0,3,0,0,16,8,6,1,0,28,2,12,0,0,66,30,46,0,0,47,25,48,0,0,14,9,17,0,0,25,23,49,11,1,28,10,31,0,0,92,15,89,2,0,27,16,45,0,0,52,6,65,0,0,64,4,28,1,0,18,18,20,1,0,23,17,48,1,0,31,9,41,1,2,32,24,49,1
HARLAN,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,255.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARRISON,0,226.92,0.0,0.0,0.0,0,210.0,0.0,0.0,0.0,0,146.25,0.0,0.0,0.0,0,191.27,29.0,50.33,0.0,0,301.4,0.0,33.0,0.0,0,230.85,0.0,45.0,0.0,0,189.67,0.0,0.0,0,0,186.33,26.5,53.0,0.0,0,131.75,0.0,49.0,0.0,0,224.33,0.0,0.0,0.0,0,286.67,0.0,47.5,0.0,0,0.0,0.0,34.0,0.0,0,0.0,0.0,0.0,0,0,128.29,28.0,58.0,0,0,0.0,0.0,0.0,0.0,0,216.25,0.0,0.0,0.0,0,67.0,0.0,0.0,0.0,0,132.5,27.0,43.0,0.0,0,177.43,21.0,60.0,0,0,130.8,26.0,55.0,0.0,0,0.0,0.0,51.0,0.0,0,111.5,0.0,36.0,0.0,0,166.4,0.0,45.5,0.0,0,156.67,0.0,0.0,0.0,0,131.8,24.0,55.5,0.0,0,226.33,0.0,0.0,0.0,0,140.0,0.0,0.0,0.0,0,599.08,23.0,0.0,0.0,0,1030.67,0.0,0.0,0.0,0,525.5,19.5,0.0,0.0,0,12,0,0,0,0,2,0,0,0,0,4,0,0,0,0,11,1,6,0,0,10,0,1,0,0,20,0,1,0,0,3,0,0,0,0,9,2,1,0,0,8,0,6,0,0,6,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,1,2,0,0,7,1,1,0,0,5,2,1,0,0,0,0,1,0,0,4,0,1,0,0,5,0,2,0,0,3,0,0,0,0,5,1,2,0,0,3,0,0,0,0,2,0,0,0,0,12,1,0,0,0,6,0,0,0,0,2,2,0,0
HART,0,91.0,22.0,46.67,0.0,0,76.0,0.0,34.0,0.0,0,98.0,0.0,47.5,0.0,0,0.0,18.0,0.0,0.0,0,105.0,17.0,0.0,0.0,0,141.0,16.0,48.0,7.0,0,0.0,0.0,0.0,0,0,111.0,25.0,36.0,0.0,0,0.0,0.0,0.0,0.0,0,143.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,25.0,35.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,23.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,141.0,0.0,37.0,0.0,10,182.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,0.0,0,99.0,21.5,51.33,0.0,0,0.0,18.0,50.0,0.0,0,0.0,0.0,0.0,0.0,0,136.0,20.0,43.0,0.0,0,5,1,3,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,3,1,0,0,0,2,1,1,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0
HENDERSON,0,0.0,21.0,42.5,0.0,0,128.5,0.0,46.4,0.0,0,88.56,0.0,46.75,0.0,0,136.0,26.0,46.33,0.0,0,100.06,28.5,46.55,0.0,0,117.62,19.75,44.8,4.5,0,193.0,30.0,0.0,0,0,63.0,0.0,38.0,0.0,0,91.8,21.69,46.71,0.0,0,78.5,0.0,52.2,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,106.0,0.0,45.67,0,0,124.75,20.0,0.0,0,0,112.25,0.0,37.25,0.0,0,70.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,66.0,0.0,0.0,0.0,0,73.33,27.0,46.67,5,0,155.0,0.0,43.5,0.0,0,0.0,0.0,0.0,0.0,0,63.0,17.0,57.0,0.0,0,0.0,27.0,0.0,0.0,0,0.0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,4,0,0,6,0,5,0,0,9,0,4,0,0,2,1,3,0,0,34,2,11,0,0,16,16,10,2,0,1,1,0,0,0,1,0,1,0,0,20,13,14,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,1,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,3,1,0,4,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HENRY,0,523.0,0.0,0.0,0.0,0,611.0,0.0,0.0,0.0,0,472.0,0.0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,231.5,0.0,46.0,0.0,0,246.5,0.0,0.0,0.0,0,418.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,263.0,0.0,46.0,0.0,0,602.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,276.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,98.6,0.0,52.67,0,0,0.0,0.0,0.0,0.0,0,177.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,171.0,0.0,55.0,0,0,304.4,0.0,44.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,324.0,0.0,0.0,0.0,0,0.0,0.0,60.0,0.0,0,221.0,0.0,0.0,0.0,0,216.0,0.0,0.0,0.0,0,236.62,0.0,50.0,0.0,0,164.0,0.0,0.0,0.0,0,501.0,0.0,0.0,0.0,0,191.5,0.0,51.0,0.0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,0,3,0
